countyFIPS,year,proprietors,prop_percap,prop_growth,str,imtr,cmtr,KPost2012,qtryr,pop10,tt_CO,tt_KS,tt_MO,tt_NE,tt_OK
20099,2010,2766,0.128388414,2.093959732,5.3,6.45,7.05,0,2010.1,2.1544,0,7,0,0,0
20099,2011,2832,0.1321882,0.023861171,6.3,6.45,7,0,2011.1,2.1424,0,8,0,0,0
20099,2012,2770,0.130623408,-0.021892655,6.3,6.45,7,0,2012.1,2.1206,0,9,0,0,0
20099,2013,2780,0.132931669,0.003610108,6.15,4.9,7,1,2013.1,2.0913,0,10,0,0,0
20099,2014,2816,0.135046998,0.01294964,6.15,4.8,7,1,2014.1,2.0852,0,11,0,0,0
20101,2010,589,0.338895282,-0.790838068,5.3,6.45,7.05,0,2010.1,0.1738,0,7,0,0,0
20101,2011,601,0.340702948,0.020373514,6.3,6.45,7,0,2011.1,0.1764,0,8,0,0,0
20101,2012,632,0.371546149,0.051580699,6.3,6.45,7,0,2012.1,0.1701,0,9,0,0,0
20101,2013,677,0.394062864,0.071202532,6.15,4.9,7,1,2013.1,0.1718,0,10,0,0,0
20101,2014,647,0.383976261,-0.044313146,6.15,4.8,7,1,2014.1,0.1685,0,11,0,0,0
20103,2010,6569,0.085821042,9.15301391,5.3,6.45,7.05,0,2010.1,7.6543,0,7,0,0,0
20103,2011,6698,0.086871936,0.019637692,6.3,6.45,7,0,2011.1,7.7102,0,8,0,0,0
20103,2012,6831,0.087900351,0.019856674,6.3,6.45,7,0,2012.1,7.7713,0,9,0,0,0
20103,2013,6950,0.088941785,0.017420583,6.15,4.9,7,1,2013.1,7.8141,0,10,0,0,0
20103,2014,7025,0.089310687,0.010791367,6.15,4.8,7,1,2014.1,7.8658,0,11,0,0,0
20105,2010,811,0.250850603,-0.88455516,5.3,6.45,7.05,0,2010.1,0.3233,0,7,0,0,0
20105,2011,854,0.265547264,0.053020962,6.3,6.45,7,0,2011.1,0.3216,0,8,0,0,0
20105,2012,820,0.258675079,-0.039812646,6.3,6.45,7,0,2012.1,0.317,0,9,0,0,0
20105,2013,835,0.265669742,0.018292683,6.15,4.9,7,1,2013.1,0.3143,0,10,0,0,0
20105,2014,840,0.265991134,0.005988024,6.15,4.8,7,1,2014.1,0.3158,0,11,0,0,0
20107,2010,1886,0.195744681,1.245238095,5.3,6.45,7.05,0,2010.1,0.9635,0,7,0,0,0
20107,2011,1902,0.198001249,0.008483563,6.3,6.45,7,0,2011.1,0.9606,0,8,0,0,0
20107,2012,1841,0.194157351,-0.032071504,6.3,6.45,7,0,2012.1,0.9482,0,9,0,0,0
20107,2013,1907,0.200420389,0.035850081,6.15,4.9,7,1,2013.1,0.9515,0,10,0,0,0
20107,2014,1912,0.201220796,0.002621919,6.15,4.8,7,1,2014.1,0.9502,0,11,0,0,0
20109,2010,816,0.294160058,-0.573221757,5.3,6.45,7.05,0,2010.1,0.2774,0,7,0,0,0
20109,2011,825,0.298480463,0.011029412,6.3,6.45,7,0,2011.1,0.2764,0,8,0,0,0
20109,2012,868,0.310888252,0.052121212,6.3,6.45,7,0,2012.1,0.2792,0,9,0,0,0
20109,2013,916,0.329496403,0.055299539,6.15,4.9,7,1,2013.1,0.278,0,10,0,0,0
20109,2014,868,0.311781609,-0.052401747,6.15,4.8,7,1,2014.1,0.2784,0,11,0,0,0
20111,2010,4146,0.123238809,3.776497696,5.3,6.45,7.05,0,2010.1,3.3642,0,7,0,0,0
20111,2011,4186,0.124383431,0.009647853,6.3,6.45,7,0,2011.1,3.3654,0,8,0,0,0
20111,2012,4193,0.125037276,0.001672241,6.3,6.45,7,0,2012.1,3.3534,0,9,0,0,0
20111,2013,4233,0.126294119,0.009539709,6.15,4.9,7,1,2013.1,3.3517,0,10,0,0,0
20111,2014,4181,0.125929942,-0.012284432,6.15,4.8,7,1,2014.1,3.3201,0,11,0,0,0
20113,2010,5795,0.198853888,0.38603205,5.3,6.45,7.05,0,2010.1,2.9142,0,7,0,0,0
20113,2011,5852,0.200321775,0.009836066,6.3,6.45,7,0,2011.1,2.9213,0,8,0,0,0
20113,2012,6056,0.2064006,0.034859877,6.3,6.45,7,0,2012.1,2.9341,0,9,0,0,0
20113,2013,6377,0.215468307,0.053005284,6.15,4.9,7,1,2013.1,2.9596,0,10,0,0,0
20113,2014,6168,0.211711402,-0.032774032,6.15,4.8,7,1,2014.1,2.9134,0,11,0,0,0
20115,2010,2473,0.195277953,-0.599059663,5.3,6.45,7.05,0,2010.1,1.2664,0,7,0,0,0
20115,2011,2501,0.199346405,0.011322281,6.3,6.45,7,0,2011.1,1.2546,0,8,0,0,0
20115,2012,2593,0.209467647,0.036785286,6.3,6.45,7,0,2012.1,1.2379,0,9,0,0,0
20115,2013,2598,0.212359,0.001928268,6.15,4.9,7,1,2013.1,1.2234,0,10,0,0,0
20115,2014,2615,0.213975943,0.006543495,6.15,4.8,7,1,2014.1,1.2221,0,11,0,0,0
20117,2010,2224,0.220001978,-0.149521989,5.3,6.45,7.05,0,2010.1,1.0109,0,7,0,0,0
20117,2011,2249,0.224922492,0.011241007,6.3,6.45,7,0,2011.1,0.9999,0,8,0,0,0
20117,2012,2183,0.216890214,-0.029346376,6.3,6.45,7,0,2012.1,1.0065,0,9,0,0,0
20117,2013,2262,0.225748503,0.036188731,6.15,4.9,7,1,2013.1,1.002,0,10,0,0,0
20117,2014,2304,0.230630631,0.018567639,6.15,4.8,7,1,2014.1,0.999,0,11,0,0,0
20119,2010,1052,0.229143977,-0.543402778,5.3,6.45,7.05,0,2010.1,0.4591,0,7,0,0,0
20119,2011,1088,0.240495137,0.034220532,6.3,6.45,7,0,2011.1,0.4524,0,8,0,0,0
20119,2012,1114,0.25335456,0.023897059,6.3,6.45,7,0,2012.1,0.4397,0,9,0,0,0
20119,2013,1122,0.261233993,0.007181329,6.15,4.9,7,1,2013.1,0.4295,0,10,0,0,0
20119,2014,1124,0.258212727,0.001782531,6.15,4.8,7,1,2014.1,0.4353,0,11,0,0,0
20121,2010,4585,0.139463438,3.079181495,5.3,6.45,7.05,0,2010.1,3.2876,0,7,0,0,0
20121,2011,4677,0.142966314,0.020065431,6.3,6.45,7,0,2011.1,3.2714,0,8,0,0,0
20121,2012,4711,0.144411747,0.007269617,6.3,6.45,7,0,2012.1,3.2622,0,9,0,0,0
20121,2013,4800,0.146310239,0.018891955,6.15,4.9,7,1,2013.1,3.2807,0,10,0,0,0
20121,2014,4731,0.144163086,-0.014375,6.15,4.8,7,1,2014.1,3.2817,0,11,0,0,0
20123,2010,1435,0.226126694,-0.696681463,5.3,6.45,7.05,0,2010.1,0.6346,0,7,0,0,0
20123,2011,1470,0.233481576,0.024390244,6.3,6.45,7,0,2011.1,0.6296,0,8,0,0,0
20123,2012,1489,0.235080518,0.01292517,6.3,6.45,7,0,2012.1,0.6334,0,9,0,0,0
20123,2013,1564,0.247077409,0.050369375,6.15,4.9,7,1,2013.1,0.633,0,10,0,0,0
20123,2014,1611,0.256896827,0.030051151,6.15,4.8,7,1,2014.1,0.6271,0,11,0,0,0
20125,2010,4316,0.121979482,1.679081316,5.3,6.45,7.05,0,2010.1,3.5383,0,7,0,0,0
20125,2011,4249,0.12222414,-0.015523633,6.3,6.45,7,0,2011.1,3.4764,0,8,0,0,0
20125,2012,4248,0.123319883,-0.000235349,6.3,6.45,7,0,2012.1,3.4447,0,9,0,0,0
20125,2013,4398,0.127993947,0.035310734,6.15,4.9,7,1,2013.1,3.4361,0,10,0,0,0
20125,2014,4428,0.130400212,0.006821282,6.15,4.8,7,1,2014.1,3.3957,0,11,0,0,0
20127,2010,1153,0.195060058,-0.739611563,5.3,6.45,7.05,0,2010.1,0.5911,0,7,0,0,0
20127,2011,1172,0.2,0.016478751,6.3,6.45,7,0,2011.1,0.586,0,8,0,0,0
20127,2012,1139,0.194634313,-0.028156997,6.3,6.45,7,0,2012.1,0.5852,0,9,0,0,0
20127,2013,1207,0.211124716,0.059701493,6.15,4.9,7,1,2013.1,0.5717,0,10,0,0,0
20127,2014,1204,0.212046495,-0.002485501,6.15,4.8,7,1,2014.1,0.5678,0,11,0,0,0
20129,2010,770,0.237874575,-0.360465116,5.3,6.45,7.05,0,2010.1,0.3237,0,7,0,0,0
20129,2011,723,0.228003784,-0.061038961,6.3,6.45,7,0,2011.1,0.3171,0,8,0,0,0
20129,2012,727,0.232045962,0.005532503,6.3,6.45,7,0,2012.1,0.3133,0,9,0,0,0
20129,2013,749,0.239067986,0.030261348,6.15,4.9,7,1,2013.1,0.3133,0,10,0,0,0
20129,2014,750,0.245258339,0.001335113,6.15,4.8,7,1,2014.1,0.3058,0,11,0,0,0
20131,2010,2016,0.198210599,1.688,5.3,6.45,7.05,0,2010.1,1.0171,0,7,0,0,0
20131,2011,2073,0.204518548,0.02827381,6.3,6.45,7,0,2011.1,1.0136,0,8,0,0,0
20131,2012,2053,0.202925769,-0.009647853,6.3,6.45,7,0,2012.1,1.0117,0,9,0,0,0
20131,2013,2151,0.211754282,0.047735022,6.15,4.9,7,1,2013.1,1.0158,0,10,0,0,0
20131,2014,2131,0.209702814,-0.009298001,6.15,4.8,7,1,2014.1,1.0162,0,11,0,0,0
20133,2010,2620,0.158836011,0.229469733,5.3,6.45,7.05,0,2010.1,1.6495,0,7,0,0,0
20133,2011,2590,0.157265165,-0.011450382,6.3,6.45,7,0,2011.1,1.6469,0,8,0,0,0
20133,2012,2563,0.155691896,-0.01042471,6.3,6.45,7,0,2012.1,1.6462,0,9,0,0,0
20133,2013,2557,0.155431281,-0.002341007,6.15,4.9,7,1,2013.1,1.6451,0,10,0,0,0
20133,2014,2556,0.155891681,-0.000391083,6.15,4.8,7,1,2014.1,1.6396,0,11,0,0,0
20135,2010,1386,0.446089475,-0.457746479,5.3,6.45,7.05,0,2010.1,0.3107,0,7,0,0,0
20135,2011,1283,0.410691421,-0.074314574,6.3,6.45,7,0,2011.1,0.3124,0,8,0,0,0
20135,2012,1403,0.455076224,0.093530787,6.3,6.45,7,0,2012.1,0.3083,0,9,0,0,0
20135,2013,1431,0.463556851,0.019957234,6.15,4.9,7,1,2013.1,0.3087,0,10,0,0,0
20135,2014,1433,0.463904176,0.001397624,6.15,4.8,7,1,2014.1,0.3089,0,11,0,0,0
20137,2010,1149,0.20311119,-0.198185625,5.3,6.45,7.05,0,2010.1,0.5657,0,7,0,0,0
20137,2011,1079,0.190299824,-0.060922541,6.3,6.45,7,0,2011.1,0.567,0,8,0,0,0
20137,2012,1146,0.204752546,0.062094532,6.3,6.45,7,0,2012.1,0.5597,0,9,0,0,0
20137,2013,1182,0.210320285,0.031413613,6.15,4.9,7,1,2013.1,0.562,0,10,0,0,0
20137,2014,1224,0.221418234,0.035532995,6.15,4.8,7,1,2014.1,0.5528,0,11,0,0,0
20139,2010,2670,0.163884115,1.181372549,5.3,6.45,7.05,0,2010.1,1.6292,0,7,0,0,0
20139,2011,2779,0.170073439,0.04082397,6.3,6.45,7,0,2011.1,1.634,0,8,0,0,0
20139,2012,2733,0.169016698,-0.016552717,6.3,6.45,7,0,2012.1,1.617,0,9,0,0,0
20139,2013,2765,0.17186723,0.011708745,6.15,4.9,7,1,2013.1,1.6088,0,10,0,0,0
20139,2014,2772,0.173347508,0.002531646,6.15,4.8,7,1,2014.1,1.5991,0,11,0,0,0
20141,2010,1147,0.299009385,-0.586219336,5.3,6.45,7.05,0,2010.1,0.3836,0,7,0,0,0
20141,2011,1133,0.294591784,-0.012205754,6.3,6.45,7,0,2011.1,0.3846,0,8,0,0,0
20141,2012,1167,0.305657412,0.030008826,6.3,6.45,7,0,2012.1,0.3818,0,9,0,0,0
20141,2013,1149,0.301179554,-0.015424165,6.15,4.9,7,1,2013.1,0.3815,0,10,0,0,0
20141,2014,1153,0.305673383,0.003481288,6.15,4.8,7,1,2014.1,0.3772,0,11,0,0,0
20143,2010,1218,0.199835931,0.056374675,5.3,6.45,7.05,0,2010.1,0.6095,0,7,0,0,0
20143,2011,1270,0.208675649,0.042692939,6.3,6.45,7,0,2011.1,0.6086,0,8,0,0,0
20143,2012,1223,0.201748598,-0.037007874,6.3,6.45,7,0,2012.1,0.6062,0,9,0,0,0
20143,2013,1216,0.200660066,-0.00572363,6.15,4.9,7,1,2013.1,0.606,0,10,0,0,0
20143,2014,1248,0.206896552,0.026315789,6.15,4.8,7,1,2014.1,0.6032,0,11,0,0,0
20145,2010,1170,0.167862267,-0.0625,5.3,6.45,7.05,0,2010.1,0.697,0,7,0,0,0
20145,2011,1131,0.161271924,-0.033333333,6.3,6.45,7,0,2011.1,0.7013,0,8,0,0,0
20145,2012,1176,0.170583116,0.039787798,6.3,6.45,7,0,2012.1,0.6894,0,9,0,0,0
20145,2013,1218,0.176266281,0.035714286,6.15,4.9,7,1,2013.1,0.691,0,10,0,0,0
20145,2014,1237,0.180610308,0.015599343,6.15,4.8,7,1,2014.1,0.6849,0,11,0,0,0
20147,2010,1346,0.239288889,0.088116411,5.3,6.45,7.05,0,2010.1,0.5625,0,7,0,0,0
20147,2011,1337,0.24133574,-0.006686478,6.3,6.45,7,0,2011.1,0.554,0,8,0,0,0
20147,2012,1394,0.252719362,0.04263276,6.3,6.45,7,0,2012.1,0.5516,0,9,0,0,0
20147,2013,1501,0.270255672,0.076757532,6.15,4.9,7,1,2013.1,0.5554,0,10,0,0,0
20147,2014,1448,0.263656227,-0.035309793,6.15,4.8,7,1,2014.1,0.5492,0,11,0,0,0
20149,2010,3236,0.149028277,1.23480663,5.3,6.45,7.05,0,2010.1,2.1714,0,7,0,0,0
20149,2011,3325,0.150916848,0.02750309,6.3,6.45,7,0,2011.1,2.2032,0,8,0,0,0
20149,2012,3426,0.153391538,0.03037594,6.3,6.45,7,0,2012.1,2.2335,0,9,0,0,0
20149,2013,3527,0.155986025,0.029480444,6.15,4.9,7,1,2013.1,2.2611,0,10,0,0,0
20149,2014,3623,0.158910479,0.027218599,6.15,4.8,7,1,2014.1,2.2799,0,11,0,0,0
20151,2010,2117,0.219491965,-0.415677615,5.3,6.45,7.05,0,2010.1,0.9645,0,7,0,0,0
20151,2011,2101,0.217720207,-0.007557865,6.3,6.45,7,0,2011.1,0.965,0,8,0,0,0
20151,2012,2228,0.227998363,0.060447406,6.3,6.45,7,0,2012.1,0.9772,0,9,0,0,0
20151,2013,2301,0.234843846,0.032764811,6.15,4.9,7,1,2013.1,0.9798,0,10,0,0,0
20151,2014,2294,0.234680307,-0.003042156,6.15,4.8,7,1,2014.1,0.9775,0,11,0,0,0
20153,2010,690,0.275779376,-0.699215344,5.3,6.45,7.05,0,2010.1,0.2502,0,7,0,0,0
20153,2011,703,0.276553895,0.01884058,6.3,6.45,7,0,2011.1,0.2542,0,8,0,0,0
20153,2012,729,0.287007874,0.036984353,6.3,6.45,7,0,2012.1,0.254,0,9,0,0,0
20153,2013,741,0.285989965,0.016460905,6.15,4.9,7,1,2013.1,0.2591,0,10,0,0,0
20153,2014,782,0.304873294,0.055330634,6.15,4.8,7,1,2014.1,0.2565,0,11,0,0,0
20155,2010,8285,0.128320297,9.594629156,5.3,6.45,7.05,0,2010.1,6.4565,0,7,0,0,0
20155,2011,8432,0.130886964,0.017742909,6.3,6.45,7,0,2011.1,6.4422,0,8,0,0,0
20155,2012,8539,0.132913067,0.012689753,6.3,6.45,7,0,2012.1,6.4245,0,9,0,0,0
20155,2013,8642,0.134677721,0.012062302,6.15,4.9,7,1,2013.1,6.4168,0,10,0,0,0
20155,2014,8750,0.137282897,0.012497107,6.15,4.8,7,1,2014.1,6.3737,0,11,0,0,0
20157,2010,1212,0.245195226,-0.861485714,5.3,6.45,7.05,0,2010.1,0.4943,0,7,0,0,0
20157,2011,1226,0.25015303,0.011551155,6.3,6.45,7,0,2011.1,0.4901,0,8,0,0,0
20157,2012,1203,0.24819476,-0.018760196,6.3,6.45,7,0,2012.1,0.4847,0,9,0,0,0
20157,2013,1234,0.25740509,0.025768911,6.15,4.9,7,1,2013.1,0.4794,0,10,0,0,0
20157,2014,1238,0.25921273,0.003241491,6.15,4.8,7,1,2014.1,0.4776,0,11,0,0,0
20159,2010,1740,0.17215791,0.40549273,5.3,6.45,7.05,0,2010.1,1.0107,0,7,0,0,0
20159,2011,1763,0.174727453,0.013218391,6.3,6.45,7,0,2011.1,1.009,0,8,0,0,0
20159,2012,1809,0.1809,0.026091889,6.3,6.45,7,0,2012.1,1,0,9,0,0,0
20159,2013,1877,0.187981973,0.037589829,6.15,4.9,7,1,2013.1,0.9985,0,10,0,0,0
20159,2014,1762,0.176447026,-0.061267981,6.15,4.8,7,1,2014.1,0.9986,0,11,0,0,0
20161,2010,6287,0.087799905,2.568104427,5.3,6.45,7.05,0,2010.1,7.1606,0,7,0,0,0
20161,2011,6527,0.088998882,0.03817401,6.3,6.45,7,0,2011.1,7.3338,0,8,0,0,0
20161,2012,6662,0.087344145,0.020683315,6.3,6.45,7,0,2012.1,7.6273,0,9,0,0,0
20161,2013,7047,0.093335276,0.057790453,6.15,4.9,7,1,2013.1,7.5502,0,10,0,0,0
20161,2014,7335,0.0981954,0.040868455,6.15,4.8,7,1,2014.1,7.4698,0,11,0,0,0
20163,2010,1629,0.314418066,-0.77791411,5.3,6.45,7.05,0,2010.1,0.5181,0,7,0,0,0
20163,2011,1556,0.299518768,-0.044812769,6.3,6.45,7,0,2011.1,0.5195,0,8,0,0,0
20163,2012,1769,0.339409056,0.13688946,6.3,6.45,7,0,2012.1,0.5212,0,9,0,0,0
20163,2013,1928,0.372128933,0.089881289,6.15,4.9,7,1,2013.1,0.5181,0,10,0,0,0
20163,2014,1915,0.370191378,-0.006742739,6.15,4.8,7,1,2014.1,0.5173,0,11,0,0,0
20165,2010,1006,0.303286102,-0.474673629,5.3,6.45,7.05,0,2010.1,0.3317,0,7,0,0,0
20165,2011,1018,0.318025617,0.011928429,6.3,6.45,7,0,2011.1,0.3201,0,8,0,0,0
20165,2012,1094,0.341022444,0.074656189,6.3,6.45,7,0,2012.1,0.3208,0,9,0,0,0
20165,2013,1143,0.359547027,0.044789762,6.15,4.9,7,1,2013.1,0.3179,0,10,0,0,0
20165,2014,1139,0.359192684,-0.003499563,6.15,4.8,7,1,2014.1,0.3171,0,11,0,0,0
20167,2010,2338,0.334477825,1.052677788,5.3,6.45,7.05,0,2010.1,0.699,0,7,0,0,0
20167,2011,2231,0.319994263,-0.045765612,6.3,6.45,7,0,2011.1,0.6972,0,8,0,0,0
20167,2012,2525,0.361851533,0.131779471,6.3,6.45,7,0,2012.1,0.6978,0,9,0,0,0
20167,2013,2737,0.393529835,0.083960396,6.15,4.9,7,1,2013.1,0.6955,0,10,0,0,0
20167,2014,2804,0.401201889,0.024479357,6.15,4.8,7,1,2014.1,0.6989,0,11,0,0,0
20169,2010,6461,0.115846661,1.304208274,5.3,6.45,7.05,0,2010.1,5.5772,0,7,0,0,0
20169,2011,6550,0.117539389,0.013774957,6.3,6.45,7,0,2011.1,5.5726,0,8,0,0,0
20169,2012,6524,0.116837996,-0.003969466,6.3,6.45,7,0,2012.1,5.5838,0,9,0,0,0
20169,2013,6854,0.122994652,0.050582465,6.15,4.9,7,1,2013.1,5.5726,0,10,0,0,0
20169,2014,6919,0.124635227,0.009483513,6.15,4.8,7,1,2014.1,5.5514,0,11,0,0,0
20171,2010,986,0.199191919,-0.857493857,5.3,6.45,7.05,0,2010.1,0.495,0,7,0,0,0
20171,2011,947,0.193068298,-0.039553753,6.3,6.45,7,0,2011.1,0.4905,0,8,0,0,0
20171,2012,991,0.20349076,0.046462513,6.3,6.45,7,0,2012.1,0.487,0,9,0,0,0
20171,2013,1041,0.21149939,0.050454087,6.15,4.9,7,1,2013.1,0.4922,0,10,0,0,0
20171,2014,1077,0.216048144,0.034582133,6.15,4.8,7,1,2014.1,0.4985,0,11,0,0,0
20173,2010,57475,0.115106545,52.36583101,5.3,6.45,7.05,0,2010.1,49.932,0,7,0,0,0
20173,2011,58696,0.117181074,0.021244019,6.3,6.45,7,0,2011.1,50.09,0,8,0,0,0
20173,2012,60849,0.120745319,0.036680523,6.3,6.45,7,0,2012.1,50.3945,0,9,0,0,0
20173,2013,62694,0.12386667,0.030320958,6.15,4.9,7,1,2013.1,50.6141,0,10,0,0,0
20173,2014,63409,0.124657437,0.0114046,6.15,4.8,7,1,2014.1,50.8666,0,11,0,0,0
20175,2010,2677,0.116477396,-0.957782018,5.3,6.45,7.05,0,2010.1,2.2983,0,7,0,0,0
20175,2011,2645,0.11415131,-0.011953679,6.3,6.45,7,0,2011.1,2.3171,0,8,0,0,0
20175,2012,2584,0.110413195,-0.023062382,6.3,6.45,7,0,2012.1,2.3403,0,9,0,0,0
20175,2013,2732,0.116977093,0.057275542,6.15,4.9,7,1,2013.1,2.3355,0,10,0,0,0
20175,2014,2702,0.115970643,-0.010980966,6.15,4.8,7,1,2014.1,2.3299,0,11,0,0,0
20177,2010,17623,0.098810772,5.522205774,5.3,6.45,7.05,0,2010.1,17.8351,0,7,0,0,0
20177,2011,18440,0.103069734,0.046359871,6.3,6.45,7,0,2011.1,17.8908,0,8,0,0,0
20177,2012,18242,0.101922002,-0.010737527,6.3,6.45,7,0,2012.1,17.898,0,9,0,0,0
20177,2013,18185,0.101784945,-0.003124657,6.15,4.9,7,1,2013.1,17.8661,0,10,0,0,0
20177,2014,18057,0.101154564,-0.007038768,6.15,4.8,7,1,2014.1,17.8509,0,11,0,0,0
20179,2010,925,0.362887407,-0.948773329,5.3,6.45,7.05,0,2010.1,0.2549,0,7,0,0,0
20179,2011,896,0.352339756,-0.031351351,6.3,6.45,7,0,2011.1,0.2543,0,8,0,0,0
20179,2012,956,0.377716318,0.066964286,6.3,6.45,7,0,2012.1,0.2531,0,9,0,0,0
20179,2013,1031,0.406866614,0.078451883,6.15,4.9,7,1,2013.1,0.2534,0,10,0,0,0
20179,2014,1072,0.422879684,0.039767216,6.15,4.8,7,1,2014.1,0.2535,0,11,0,0,0
20181,2010,1169,0.194541521,0.090485075,5.3,6.45,7.05,0,2010.1,0.6009,0,7,0,0,0
20181,2011,1177,0.195093652,0.006843456,6.3,6.45,7,0,2011.1,0.6033,0,8,0,0,0
20181,2012,1146,0.187684245,-0.026338148,6.3,6.45,7,0,2012.1,0.6106,0,9,0,0,0
20181,2013,1102,0.181339477,-0.038394415,6.15,4.9,7,1,2013.1,0.6077,0,10,0,0,0
20181,2014,1127,0.185850923,0.022686025,6.15,4.8,7,1,2014.1,0.6064,0,11,0,0,0
20183,2010,987,0.255699482,-0.124223602,5.3,6.45,7.05,0,2010.1,0.386,0,7,0,0,0
20183,2011,992,0.261741425,0.005065856,6.3,6.45,7,0,2011.1,0.379,0,8,0,0,0
20183,2012,1012,0.269794721,0.02016129,6.3,6.45,7,0,2012.1,0.3751,0,9,0,0,0
20183,2013,1111,0.300027005,0.097826087,6.15,4.9,7,1,2013.1,0.3703,0,10,0,0,0
20183,2014,1083,0.290738255,-0.02520252,6.15,4.8,7,1,2014.1,0.3725,0,11,0,0,0
20185,2010,1204,0.27239819,0.111726685,5.3,6.45,7.05,0,2010.1,0.442,0,7,0,0,0
20185,2011,1133,0.258557736,-0.0589701,6.3,6.45,7,0,2011.1,0.4382,0,8,0,0,0
20185,2012,1181,0.271931844,0.042365402,6.3,6.45,7,0,2012.1,0.4343,0,9,0,0,0
20185,2013,1256,0.289400922,0.063505504,6.15,4.9,7,1,2013.1,0.434,0,10,0,0,0
20185,2014,1213,0.282552993,-0.034235669,6.15,4.8,7,1,2014.1,0.4293,0,11,0,0,0
20187,2010,573,0.255006676,-0.527617477,5.3,6.45,7.05,0,2010.1,0.2247,0,7,0,0,0
20187,2011,581,0.262065855,0.013961606,6.3,6.45,7,0,2011.1,0.2217,0,8,0,0,0
20187,2012,609,0.281553398,0.048192771,6.3,6.45,7,0,2012.1,0.2163,0,9,0,0,0
20187,2013,625,0.287753223,0.026272578,6.15,4.9,7,1,2013.1,0.2172,0,10,0,0,0
20187,2014,655,0.308235294,0.048,6.15,4.8,7,1,2014.1,0.2125,0,11,0,0,0
20189,2010,1052,0.183179523,0.60610687,5.3,6.45,7.05,0,2010.1,0.5743,0,7,0,0,0
20189,2011,1039,0.184252527,-0.012357414,6.3,6.45,7,0,2011.1,0.5639,0,8,0,0,0
20189,2012,1046,0.18197634,0.006737247,6.3,6.45,7,0,2012.1,0.5748,0,9,0,0,0
20189,2013,1102,0.18957509,0.053537285,6.15,4.9,7,1,2013.1,0.5813,0,10,0,0,0
20189,2014,1047,0.180144529,-0.049909256,6.15,4.8,7,1,2014.1,0.5812,0,11,0,0,0
20191,2010,3529,0.146455843,2.370582617,5.3,6.45,7.05,0,2010.1,2.4096,0,7,0,0,0
20191,2011,3501,0.146823233,-0.007934259,6.3,6.45,7,0,2011.1,2.3845,0,8,0,0,0
20191,2012,3576,0.15087971,0.021422451,6.3,6.45,7,0,2012.1,2.3701,0,9,0,0,0
20191,2013,3720,0.15756703,0.040268456,6.15,4.9,7,1,2013.1,2.3609,0,10,0,0,0
20191,2014,3661,0.15597972,-0.015860215,6.15,4.8,7,1,2014.1,2.3471,0,11,0,0,0
20193,2010,1750,0.220375268,-0.521988528,5.3,6.45,7.05,0,2010.1,0.7941,0,7,0,0,0
20193,2011,1734,0.218250472,-0.009142857,6.3,6.45,7,0,2011.1,0.7945,0,8,0,0,0
20193,2012,1714,0.215923406,-0.011534025,6.3,6.45,7,0,2012.1,0.7938,0,9,0,0,0
20193,2013,1801,0.226512388,0.05075846,6.15,4.9,7,1,2013.1,0.7951,0,10,0,0,0
20193,2014,1850,0.23566879,0.027207107,6.15,4.8,7,1,2014.1,0.785,0,11,0,0,0
20195,2010,913,0.305249081,-0.506486486,5.3,6.45,7.05,0,2010.1,0.2991,0,7,0,0,0
20195,2011,917,0.308338937,0.004381161,6.3,6.45,7,0,2011.1,0.2974,0,8,0,0,0
20195,2012,968,0.326035702,0.05561614,6.3,6.45,7,0,2012.1,0.2969,0,9,0,0,0
20195,2013,1058,0.356950067,0.092975207,6.15,4.9,7,1,2013.1,0.2964,0,10,0,0,0
20195,2014,1054,0.362448418,-0.003780718,6.15,4.8,7,1,2014.1,0.2908,0,11,0,0,0
20197,2010,1311,0.186433447,0.243833017,5.3,6.45,7.05,0,2010.1,0.7032,0,7,0,0,0
20197,2011,1365,0.194112628,0.041189931,6.3,6.45,7,0,2011.1,0.7032,0,8,0,0,0
20197,2012,1375,0.196232339,0.007326007,6.3,6.45,7,0,2012.1,0.7007,0,9,0,0,0
20197,2013,1387,0.197381528,0.008727273,6.15,4.9,7,1,2013.1,0.7027,0,10,0,0,0
20197,2014,1355,0.194348824,-0.023071377,6.15,4.8,7,1,2014.1,0.6972,0,11,0,0,0
20199,2010,528,0.356035064,-0.610332103,5.3,6.45,7.05,0,2010.1,0.1483,0,7,0,0,0
20199,2011,521,0.341863517,-0.013257576,6.3,6.45,7,0,2011.1,0.1524,0,8,0,0,0
20199,2012,525,0.343586387,0.007677543,6.3,6.45,7,0,2012.1,0.1528,0,9,0,0,0
20199,2013,555,0.35440613,0.057142857,6.15,4.9,7,1,2013.1,0.1566,0,10,0,0,0
20199,2014,571,0.378396289,0.028828829,6.15,4.8,7,1,2014.1,0.1509,0,11,0,0,0
20201,2010,1347,0.23300467,1.359019264,5.3,6.45,7.05,0,2010.1,0.5781,0,7,0,0,0
20201,2011,1359,0.233064654,0.008908686,6.3,6.45,7,0,2011.1,0.5831,0,8,0,0,0
20201,2012,1361,0.23768774,0.00147167,6.3,6.45,7,0,2012.1,0.5726,0,9,0,0,0
20201,2013,1425,0.253243291,0.047024247,6.15,4.9,7,1,2013.1,0.5627,0,10,0,0,0
20201,2014,1387,0.247590146,-0.026666667,6.15,4.8,7,1,2014.1,0.5602,0,11,0,0,0
