year,stateFIPS,countyFIPS,PPCSTOT,TOTALEXP,TCURSPND
2011,29,29213.0,61700,78415,63976
2011,29,29215.0,60006,35274,33348
2011,29,29217.0,38210,29272,28562
2011,29,29219.0,16308,44694,37363
2011,29,29221.0,36036,32969,30423
2011,29,29223.0,16493,17947,15637
2011,29,29225.0,31748,38726,36406
2011,29,29227.0,9236,3513,3367
2011,29,29229.0,45577,29948,28966
2011,29,29510.0,13670,381698,349388
2011,31,31001.0,47632,66234,61020
2011,31,31003.0,43582,26777,22144
2011,31,31005.0,16340,1795,1732
2011,31,31007.0,16251,2865,2779
2011,31,31009.0,19929,2382,2252
2011,31,31011.0,28866,10375,9584
2011,31,31013.0,23429,28560,22479
2011,31,31015.0,31681,5573,5459
2011,31,31017.0,11344,9719,9096
2011,31,31019.0,75810,107593,82874
2011,31,31021.0,35952,15336,14867
2011,31,31023.0,24711,17285,12716
2011,31,31025.0,53857,45288,39654
2011,31,31027.0,53179,15387,14230
2011,31,31029.0,26179,11938,9776
2011,31,31031.0,32443,12971,11461
2011,31,31033.0,39534,19462,17861
2011,31,31035.0,37034,20986,19245
2011,31,31037.0,54144,26330,22849
2011,31,31039.0,33564,20270,17850
2011,31,31041.0,85706,25631,23180
2011,31,31043.0,20584,41228,40329
2011,31,31045.0,24680,14502,13259
2011,31,31047.0,50395,55466,49558
2011,31,31049.0,28698,7059,6395
2011,31,31051.0,33892,25222,18244
2011,31,31053.0,47667,83406,63819
2011,31,31055.0,68019,1021807,928073
2011,31,31057.0,14501,6092,5496
2011,31,31059.0,47298,14987,12818
2011,31,31061.0,12015,4315,4037
2011,31,31063.0,40000,9109,8001
2011,31,31065.0,36223,15159,13497
2011,31,31067.0,45072,41526,38123
2011,31,31069.0,13544,4422,3684
2011,31,31071.0,10557,4135,4075
2011,31,31073.0,12829,3433,3233
2011,31,31075.0,17909,2564,2364
2011,31,31079.0,43111,130980,120036
2011,31,31081.0,35813,19568,18202
2011,31,31083.0,11441,4016,3478
2011,31,31085.0,17340,2993,2445
2011,31,31087.0,11745,6015,5478
2011,31,31089.0,72932,23626,22159
2011,31,31091.0,13950,3111,2818
2011,31,31093.0,35479,15903,13407
2011,31,31095.0,38180,19710,18305
2011,31,31097.0,24554,10106,9109
2011,31,31099.0,39970,16197,15265
2011,31,31101.0,23616,29468,20099
2011,31,31103.0,18902,2176,1928
2011,31,31105.0,11459,6535,6211
2011,31,31107.0,85951,22179,20441
2011,31,31109.0,48750,486153,403494
2011,31,31111.0,69909,58325,53766
2011,31,31113.0,12667,2773,2508
2011,31,31115.0,17989,1774,1601
2011,31,31117.0,14772,1915,1684
2011,31,31119.0,60186,61051,56429
2011,31,31121.0,21891,14051,10952
2011,31,31123.0,23682,12522,10872
2011,31,31125.0,22136,10543,9141
2011,31,31127.0,21101,18561,17581
2011,31,31129.0,10913,11438,4897
2011,31,31131.0,30693,35229,25789
2011,31,31133.0,26834,7124,6620
2011,31,31135.0,15544,7390,5798
2011,31,31137.0,35318,23559,21247
2011,31,31139.0,36026,15834,14995
2011,31,31141.0,33562,58462,52890
2011,31,31143.0,52821,18264,15243
2011,31,31145.0,22840,20709,17851
2011,31,31147.0,24046,15856,15011
2011,31,31149.0,16325,3453,3265
2011,31,31151.0,45948,32687,29081
2011,31,31153.0,39328,244580,223581
2011,31,31155.0,45737,31263,22933
2011,31,31157.0,49169,74133,66351
2011,31,31159.0,34399,41877,34131
2011,31,31161.0,28399,12421,11152
2011,31,31163.0,26432,6812,6071
2011,31,31165.0,23883,2549,2245
2011,31,31167.0,10143,5186,4737
2011,31,31169.0,48830,13849,12474
2011,31,31171.0,16563,2166,1855
2011,31,31173.0,62411,27748,24209
2011,31,31175.0,27901,16925,8629
2011,31,31177.0,34330,49262,44827
2011,31,31179.0,34037,18157,16337
2011,31,31181.0,21606,7612,7028
2011,31,31183.0,20682,2663,2275
2011,31,31185.0,34216,22715,20138
2011,40,40001.0,96331,42204,40355
2011,40,40003.0,30875,7211,6915
2011,40,40005.0,53593,20577,19749
2011,40,40007.0,43972,11678,11462
2011,40,40009.0,51028,29460,28865
2011,40,40011.0,37858,19241,17177
2011,40,40013.0,66646,63108,57850
2011,40,40015.0,94586,55079,52062
2011,40,40017.0,74617,185418,153323
2011,40,40019.0,69369,74068,70177
2011,40,40021.0,91939,64330,60770
2011,40,40023.0,51865,23594,22769
2011,40,40025.0,38661,5306,5237
2011,40,40027.0,42385,348493,300769
2011,40,40029.0,29767,12858,12385
2011,40,40031.0,81071,195891,176714
2011,40,40033.0,27654,13257,9915
2011,40,40035.0,38401,31570,27985
2011,40,40037.0,103660,103575,92843
2011,40,40039.0,47523,43687,40497
2011,40,40041.0,84693,62855,54323
2011,40,40043.0,43625,11014,10431
2011,40,40045.0,43957,10223,9006
2011,40,40047.0,73275,79100,76407
2011,40,40049.0,61810,42985,41157
2011,40,40051.0,88025,71303,64271
2011,40,40053.0,33607,7739,7576
2011,40,40055.0,17675,7998,7810
2011,40,40057.0,9190,5447,5027
2011,40,40059.0,17680,6749,6642
2011,40,40061.0,41034,20857,19216
2011,40,40063.0,46464,21098,19524
2011,40,40065.0,51311,41745,40271
2011,40,40067.0,37349,11504,11262
2011,40,40069.0,60018,16097,15388
2011,40,40071.0,49973,71208,66531
2011,40,40073.0,50933,32861,27716
2011,40,40075.0,41139,15999,15435
2011,40,40077.0,37278,17917,15030
2011,40,40079.0,147285,86288,78889
2011,40,40081.0,67205,46123,42379
2011,40,40083.0,36204,34777,33829
2011,40,40085.0,32882,14196,13447
2011,40,40087.0,49609,54373,45163
2011,40,40089.0,114623,61647,58997
2011,40,40091.0,49216,32248,29543
2011,40,40093.0,27616,11748,10331
2011,40,40095.0,14403,23184,21345
2011,40,40097.0,65376,64156,58308
2011,40,40099.0,13636,19232,16753
2011,40,40101.0,78958,110462,104322
2011,40,40103.0,40395,20910,18807
2011,40,40105.0,23752,16158,15620
2011,40,40107.0,48679,19564,18933
2011,40,40109.0,111398,998897,893461
2011,40,40111.0,70671,58787,56131
2011,40,40113.0,102762,38318,36055
2011,40,40115.0,56414,48682,46080
2011,40,40117.0,24458,21820,20258
2011,40,40119.0,54853,89237,85136
2011,40,40121.0,117995,67783,65008
2011,40,40123.0,58791,63510,55853
2011,40,40125.0,103871,101926,95420
2011,40,40127.0,69805,23804,20361
2011,40,40129.0,26122,6204,5853
2011,40,40131.0,66696,121073,109196
2011,40,40133.0,85357,43297,40846
2011,40,40135.0,98859,71945,69006
2011,40,40137.0,60996,63841,62172
2011,40,40139.0,100650,35601,34731
2011,40,40141.0,44134,17714,16384
2011,40,40143.0,98871,1052668,866016
2011,40,40145.0,28919,48817,46703
2011,40,40147.0,30104,69288,61959
2011,40,40149.0,34546,20077,18542
2011,40,40151.0,43015,14257,13315
2011,40,40153.0,38945,31361,27213
2012,8,8001.0,56480,825070,701276
2012,8,8003.0,18388,27168,23953
2012,8,8005.0,69417,1128304,999057
2012,8,8007.0,9223,14388,12981
2012,8,8009.0,61717,9450,8997
2012,8,8011.0,17231,7971,7109
2012,8,8013.0,17491,658727,523832
2012,8,8015.0,18760,43810,19886
2012,8,8017.0,29524,5132,4698
2012,8,8019.0,9825,12493,9962
2012,8,8021.0,30384,15964,14760
2012,8,8023.0,21472,7350,5562
2012,8,8025.0,8251,4316,3952
2012,8,8027.0,9196,4267,4074
2012,8,8029.0,7484,48146,40766
2012,8,8031.0,10075,1055656,857395
2012,8,8033.0,10341,3388,3030
2012,8,8035.0,7426,532576,469515
2012,8,8037.0,9863,79990,63913
2012,8,8039.0,99192,34999,31100
2012,8,8041.0,122465,969678,884593
2012,8,8043.0,27590,48263,44240
2012,8,8045.0,25276,111338,93744
2012,8,8047.0,11847,4939,4502
2012,8,8049.0,21393,21003,17916
2012,8,8051.0,8335,19252,15387
2012,8,8053.0,16066,1530,1468
2012,8,8055.0,20387,9061,7637
2012,8,8057.0,13117,2685,2571
2012,8,8059.0,8439,790472,724170
2012,8,8061.0,23967,3366,3219
2012,8,8063.0,58248,14487,13524
2012,8,8065.0,8531,24750,15533
2012,8,8067.0,29480,74344,66105
2012,8,8069.0,26480,432403,382494
2012,8,8071.0,77935,25210,23334
2012,8,8073.0,28992,16847,12898
2012,8,8075.0,42559,30645,26540
2012,8,8077.0,28776,187265,175205
2012,8,8079.0,18469,1652,1496
2012,8,8081.0,9595,23943,22110
2012,8,8083.0,25187,34578,32462
2012,8,8085.0,17253,54160,47610
2012,8,8087.0,34241,46921,43349
2012,8,8089.0,60867,36484,32810
2012,8,8091.0,25011,7730,6678
2012,8,8093.0,20869,41385,16683
2012,8,8095.0,17385,15331,11840
2012,8,8097.0,13570,27832,23232
2012,8,8099.0,36686,31691,21211
2012,8,8101.0,15378,234568,215722
2012,8,8103.0,16402,15824,11954
2012,8,8105.0,25333,41001,17559
2012,8,8107.0,35721,41369,34093
2012,8,8109.0,40193,36668,11850
2012,8,8111.0,17508,7278,1138
2012,8,8113.0,22728,13662,12757
2012,8,8115.0,21652,7811,7272
2012,8,8117.0,10341,36484,32649
2012,8,8119.0,21202,31369,27119
2012,8,8121.0,65853,28053,10452
2012,8,8123.0,118277,329518,299951
2012,8,8125.0,49080,20521,16929
2012,20,20001.0,33822,26667,25270
2012,20,20003.0,22309,26597,13634
2012,20,20005.0,21820,26587,24916
2012,20,20007.0,24196,9235,8405
2012,20,20009.0,29205,44062,41070
2012,20,20011.0,19416,23160,22013
2012,20,20013.0,23506,18751,17222
2012,20,20015.0,86977,190385,133102
2012,20,20017.0,11461,4605,4298
2012,20,20019.0,22040,6837,6061
2012,20,20021.0,41467,41396,39182
2012,20,20023.0,26590,6042,5471
2012,20,20025.0,23595,6173,5839
2012,20,20027.0,9643,15076,13375
2012,20,20029.0,23769,16071,15390
2012,20,20031.0,35566,22379,18426
2012,20,20033.0,10488,4073,3805
2012,20,20035.0,51762,70231,60338
2012,20,20037.0,51657,65832,61040
2012,20,20039.0,12574,4868,4401
2012,20,20041.0,52123,58114,38900
2012,20,20043.0,35224,18380,17418
2012,20,20045.0,27259,151620,132809
2012,20,20047.0,29165,6418,5932
2012,20,20049.0,26747,7023,6915
2012,20,20051.0,32350,42297,38250
2012,20,20053.0,23251,15276,14149
2012,20,20055.0,18933,101969,84966
2012,20,20057.0,30737,85030,73597
2012,20,20059.0,42459,51293,46488
2012,20,20061.0,9399,89552,77665
2012,20,20063.0,43869,6886,6398
2012,20,20065.0,9950,4948,4219
2012,20,20067.0,8738,15944,15442
2012,20,20069.0,44918,15650,14165
2012,20,20071.0,12397,3349,2715
2012,20,20073.0,37913,12321,11542
2012,20,20075.0,11400,6082,5552
2012,20,20077.0,22410,12636,11622
2012,20,20079.0,47890,62632,56376
2012,20,20081.0,24480,12218,10168
2012,20,20083.0,12188,4432,3888
2012,20,20085.0,31118,27714,25039
2012,20,20087.0,64444,43698,40455
2012,20,20089.0,12487,4292,3971
2012,20,20091.0,53391,1050930,866211
2012,20,20093.0,24236,12345,11105
2012,20,20095.0,23512,13883,12974
2012,20,20097.0,23101,7533,6704
2012,20,20099.0,41421,44045,39746
2012,20,20101.0,31093,4878,4308
2012,20,20103.0,53012,132077,115317
2012,20,20105.0,22284,7717,7133
2012,20,20107.0,33509,22647,21290
2012,20,20109.0,25186,6626,6029
2012,20,20111.0,33017,60398,55678
2012,20,20113.0,50088,49705,45604
2012,20,20115.0,55633,24950,23077
2012,20,20117.0,31685,20091,18657
2012,20,20119.0,24548,8210,7422
2012,20,20121.0,27246,49741,45901
2012,20,20123.0,23919,14227,13645
2012,20,20125.0,36001,60664,53591
2012,20,20127.0,10566,16097,8305
2012,20,20129.0,23220,12373,11273
2012,20,20131.0,21612,23040,20586
2012,20,20133.0,21953,30478,25719
2012,20,20135.0,24955,5983,5531
2012,20,20137.0,22874,11393,10717
2012,20,20139.0,51980,31495,29716
2012,20,20141.0,12325,4266,4018
2012,20,20143.0,21338,14384,13184
2012,20,20145.0,20696,12460,11973
2012,20,20147.0,24728,10405,9423
2012,20,20149.0,39305,52823,38020
2012,20,20151.0,20266,17566,15526
2012,20,20153.0,11978,4083,3857
2012,20,20155.0,63440,114591,97912
2012,20,20157.0,22844,8592,8240
2012,20,20159.0,46617,27090,20771
2012,20,20161.0,32729,122876,71999
2012,20,20163.0,37782,11897,10269
2012,20,20165.0,25019,6344,5978
2012,20,20167.0,26471,12744,11176
2012,20,20169.0,30878,100524,88548
2012,20,20171.0,10296,10791,9575
2012,20,20173.0,87016,974463,783230
2012,20,20175.0,21205,57421,54117
2012,20,20177.0,46182,329752,278473
2012,20,20179.0,10339,4062,3815
2012,20,20181.0,9250,10531,9576
2012,20,20183.0,25229,9001,8508
2012,20,20185.0,41438,12728,11328
2012,20,20187.0,11631,5974,5583
2012,20,20189.0,23152,18319,13880
2012,20,20191.0,79917,44692,40943
2012,20,20193.0,40227,13666,12748
2012,20,20195.0,10594,5222,4163
2012,20,20197.0,23485,13122,11500
2012,20,20199.0,26467,4210,3970
2012,20,20201.0,32674,13798,13134
2012,20,20203.0,11391,5872,5126
2012,20,20205.0,35009,19167,17763
2012,20,20207.0,11643,5724,5507
2012,20,20209.0,36536,326227,298385
2012,29,29001.0,28597,29703,27074
2012,29,29003.0,25159,24165,23572
2012,29,29005.0,33483,11738,9914
2012,29,29007.0,28034,32590,29275
2012,29,29009.0,65794,60871,54478
2012,29,29011.0,25695,18679,18002
2012,29,29013.0,64250,26784,24274
2012,29,29015.0,24020,22216,20879
2012,29,29017.0,31192,15574,14538
2012,29,29019.0,48747,268329,207167
2012,29,29021.0,37327,136429,125614
2012,29,29023.0,23306,53664,51105
2012,29,29025.0,98500,17300,16141
2012,29,29027.0,34659,47295,42251
2012,29,29029.0,39419,55513,50839
2012,29,29031.0,45145,114806,81869
2012,29,29033.0,51771,16640,14790
2012,29,29035.0,17228,11771,11260
2012,29,29037.0,88770,174624,156048
2012,29,29039.0,15113,19311,18184
2012,29,29041.0,41562,11998,11301
2012,29,29043.0,53472,127247,109438
2012,29,29045.0,21081,10405,8654
2012,29,29047.0,65390,440766,375887
2012,29,29049.0,25763,32592,29904
2012,29,29051.0,32135,112834,97856
2012,29,29053.0,58430,24506,22598
2012,29,29055.0,22924,28883,26485
2012,29,29057.0,38798,10898,10218
2012,29,29059.0,8803,16870,15910
2012,29,29061.0,59174,12433,12084
2012,29,29063.0,39548,10732,10308
2012,29,29065.0,41641,20641,17526
2012,29,29067.0,26514,15355,14594
2012,29,29069.0,55779,50678,48495
2012,29,29071.0,92520,171250,142248
2012,29,29073.0,15831,26941,23635
2012,29,29075.0,30517,12271,11784
2012,29,29077.0,61448,375665,322165
2012,29,29079.0,63792,15868,14434
2012,29,29081.0,51007,14474,13793
2012,29,29083.0,85630,28267,25519
2012,29,29085.0,36798,17360,15340
2012,29,29087.0,42672,7535,7035
2012,29,29089.0,23380,12000,11562
2012,29,29091.0,63107,62886,55987
2012,29,29093.0,36530,19998,17525
2012,29,29095.0,116706,1087751,967471
2012,29,29097.0,57161,218303,167246
2012,29,29099.0,96132,352012,317955
2012,29,29101.0,67811,73971,67513
2012,29,29103.0,9528,5378,4974
2012,29,29105.0,32698,50224,45862
2012,29,29107.0,52958,51844,47675
2012,29,29109.0,47849,54817,48587
2012,29,29111.0,17489,13605,13128
2012,29,29113.0,31555,76091,69474
2012,29,29115.0,47063,22985,21369
2012,29,29117.0,31965,20441,19129
2012,29,29119.0,8063,31493,29359
2012,29,29121.0,60152,22512,20527
2012,29,29123.0,19586,20811,20138
2012,29,29125.0,15785,11369,10742
2012,29,29127.0,23916,53088,41869
2012,29,29129.0,19296,6960,6332
2012,29,29131.0,41936,47648,43624
2012,29,29133.0,14712,17475,16520
2012,29,29135.0,54685,20787,19324
2012,29,29137.0,51902,14312,13439
2012,29,29139.0,17754,16338,15409
2012,29,29141.0,17782,19110,18064
2012,29,29143.0,40184,27978,26786
2012,29,29145.0,40407,72018,66042
2012,29,29147.0,75037,31282,29173
2012,29,29149.0,33003,16194,15556
2012,29,29151.0,27399,13966,13679
2012,29,29153.0,47751,16094,15010
2012,29,29155.0,256995,41722,39967
2012,29,29157.0,14440,22957,20901
2012,29,29159.0,53862,53602,50810
2012,29,29161.0,34590,69084,55499
2012,29,29163.0,40987,23409,22027
2012,29,29165.0,41773,193667,158749
2012,29,29167.0,51906,49068,45740
2012,29,29169.0,51773,95394,76496
2012,29,29171.0,8954,7427,6592
2012,29,29173.0,7497,6480,5516
2012,29,29175.0,46477,40176,34525
2012,29,29177.0,34124,28483,27217
2012,29,29179.0,51679,14706,13345
2012,29,29181.0,36089,19384,18275
2012,29,29183.0,48704,635719,549081
2012,29,29185.0,37664,12644,11906
2012,29,29186.0,10638,26813,20446
2012,29,29187.0,40993,93227,86787
2012,29,29189.0,327033,2218799,1861710
2012,29,29195.0,88772,33376,31128
2012,29,29197.0,7617,5275,5042
2012,29,29199.0,37331,6351,6159
2012,29,29201.0,58751,57163,52426
2012,29,29203.0,18492,7803,7265
2012,29,29205.0,19315,10393,10026
2012,29,29207.0,59826,43869,40335
2012,29,29209.0,42681,40608,37199
2012,29,29211.0,31210,11021,10579
2012,29,29213.0,63990,82250,66711
2012,29,29215.0,59337,33989,32418
2012,29,29217.0,37637,29797,28885
2012,29,29219.0,16935,42154,38124
2012,29,29221.0,36421,33914,30799
2012,29,29223.0,16297,15696,15027
2012,29,29225.0,32446,41537,36912
2012,29,29227.0,9370,3266,3181
2012,29,29229.0,45382,30220,28255
2012,29,29510.0,13275,390955,334776
2012,31,31001.0,51471,72562,63690
2012,31,31003.0,44320,24864,22625
2012,31,31005.0,16648,1844,1748
2012,31,31007.0,17747,2963,2804
2012,31,31009.0,20043,2404,2305
2012,31,31011.0,30978,11242,10103
2012,31,31013.0,24656,27843,23410
2012,31,31015.0,33847,5669,5559
2012,31,31017.0,12838,10066,9864
2012,31,31019.0,76735,107120,86929
2012,31,31021.0,36233,16083,14931
2012,31,31023.0,26981,15278,13165
2012,31,31025.0,55573,48760,40572
2012,31,31027.0,56901,16297,14392
2012,31,31029.0,28564,14098,10251
2012,31,31031.0,32097,12190,11825
2012,31,31033.0,41013,20836,19002
2012,31,31035.0,37377,20929,19190
2012,31,31037.0,58783,32175,26908
2012,31,31039.0,35480,22633,18850
2012,31,31041.0,86823,29000,23847
2012,31,31043.0,24402,49616,48841
2012,31,31045.0,24035,13659,13068
2012,31,31047.0,57254,63908,60347
2012,31,31049.0,29774,7554,6845
2012,31,31051.0,37225,23099,18990
2012,31,31053.0,48762,89582,65876
2012,31,31055.0,72644,1116420,990121
2012,31,31057.0,14161,5891,5707
2012,31,31059.0,50100,15237,13041
2012,31,31061.0,12308,5000,4357
2012,31,31063.0,43435,9610,8640
2012,31,31065.0,39743,16224,14569
2012,31,31067.0,46418,46270,39469
2012,31,31069.0,14895,4511,3813
2012,31,31071.0,11202,4508,4324
2012,31,31073.0,13290,3447,3296
2012,31,31075.0,18152,2654,2396
2012,31,31079.0,43865,145836,128146
2012,31,31081.0,38472,19897,18370
2012,31,31083.0,12908,4411,3795
2012,31,31085.0,17210,2682,2461
2012,31,31087.0,12332,8771,5829
2012,31,31089.0,74424,23585,22316
2012,31,31091.0,15065,3117,2772
2012,31,31093.0,37880,16421,14362
2012,31,31095.0,40166,21963,19159
2012,31,31097.0,26749,10244,9659
2012,31,31099.0,42585,17298,16259
2012,31,31101.0,24909,24183,19951
2012,31,31103.0,19392,2221,1978
2012,31,31105.0,11382,6706,6374
2012,31,31107.0,89933,22746,21125
2012,31,31109.0,51390,493340,422826
2012,31,31111.0,72459,61210,56603
2012,31,31113.0,12995,2945,2638
2012,31,31115.0,18484,1921,1719
2012,31,31117.0,15245,1714,1678
2012,31,31119.0,62781,62507,58361
2012,31,31121.0,23054,13296,11372
2012,31,31123.0,26289,13031,11925
2012,31,31125.0,24661,10810,9748
2012,31,31127.0,22539,19398,18374
2012,31,31129.0,11429,7845,5342
2012,31,31131.0,32412,32213,28029
2012,31,31133.0,28750,6929,6789
2012,31,31135.0,15349,7011,6032
2012,31,31137.0,38678,24315,22395
2012,31,31139.0,37359,17300,15255
2012,31,31141.0,35421,64568,56117
2012,31,31143.0,55547,19537,17138
2012,31,31145.0,24448,20415,19333
2012,31,31147.0,25300,17229,15941
2012,31,31149.0,16188,3487,3270
2012,31,31151.0,49070,34057,31652
2012,31,31153.0,40878,267293,237045
2012,31,31155.0,57669,33525,29207
2012,31,31157.0,52162,83034,71548
2012,31,31159.0,36334,42149,28296
2012,31,31161.0,27216,11960,10929
2012,31,31163.0,28904,6746,6217
2012,31,31165.0,24358,2544,2314
2012,31,31167.0,11292,5732,5059
2012,31,31169.0,51383,14709,13060
2012,31,31171.0,16198,2116,1798
2012,31,31173.0,60644,30282,26475
2012,31,31175.0,28120,11236,8718
2012,31,31177.0,31057,38722,35168
2012,31,31179.0,36767,22591,17227
2012,31,31181.0,23381,8025,7402
2012,31,31183.0,22125,2498,2301
2012,31,31185.0,36515,25628,21073
2012,40,40001.0,108239,43261,40968
2012,40,40003.0,31612,8004,7262
2012,40,40005.0,52367,20877,18943
2012,40,40007.0,45424,12790,11616
2012,40,40009.0,47015,29375,28400
2012,40,40011.0,38849,19957,17511
2012,40,40013.0,66380,62311,58126
2012,40,40015.0,94753,55888,51697
2012,40,40017.0,76525,185592,158497
2012,40,40019.0,68840,77503,70206
2012,40,40021.0,95454,65325,60886
2012,40,40023.0,53681,22112,21320
2012,40,40025.0,37113,5575,5164
2012,40,40027.0,42076,357197,300538
2012,40,40029.0,30889,13259,12866
2012,40,40031.0,77055,189120,171561
2012,40,40033.0,26719,10791,9426
2012,40,40035.0,38603,32044,26480
2012,40,40037.0,104710,101101,93577
2012,40,40039.0,47517,46857,41736
2012,40,40041.0,81278,58132,52661
2012,40,40043.0,47836,11152,10603
2012,40,40045.0,48767,11004,9958
2012,40,40047.0,73286,95057,80646
2012,40,40049.0,61011,43773,40495
2012,40,40051.0,88582,71319,64885
2012,40,40053.0,33962,8829,8622
2012,40,40055.0,17223,7990,7897
2012,40,40057.0,9087,5260,4998
2012,40,40059.0,19332,7597,6787
2012,40,40061.0,45046,20322,19539
2012,40,40063.0,47920,22832,20320
2012,40,40065.0,48549,39736,38045
2012,40,40067.0,37463,11444,11226
2012,40,40069.0,60031,15705,15335
2012,40,40071.0,47904,69420,65199
2012,40,40073.0,54163,33985,27789
2012,40,40075.0,37361,14798,14088
2012,40,40077.0,36550,15318,14653
2012,40,40079.0,143691,82145,77831
2012,40,40081.0,67477,44098,41588
2012,40,40083.0,34635,34420,33774
2012,40,40085.0,31302,16569,13295
2012,40,40087.0,52872,60841,52517
2012,40,40089.0,113881,58647,56060
2012,40,40091.0,53498,32116,29079
2012,40,40093.0,28780,11924,10552
2012,40,40095.0,15593,25146,23014
2012,40,40097.0,66829,66447,57155
2012,40,40099.0,13295,18207,17082
2012,40,40101.0,79779,110471,103038
2012,40,40103.0,40597,20627,17837
2012,40,40105.0,23158,15849,15092
2012,40,40107.0,42685,26343,25366
2012,40,40109.0,108576,1003509,898360
2012,40,40111.0,69449,59906,54433
2012,40,40113.0,101529,37761,35677
2012,40,40115.0,57129,47421,45929
2012,40,40117.0,25594,20571,19757
2012,40,40119.0,52292,89784,82595
2012,40,40121.0,128218,68447,65936
2012,40,40123.0,59250,62496,57386
2012,40,40125.0,105044,103129,95080
2012,40,40127.0,69114,21075,19953
2012,40,40129.0,26797,7119,6310
2012,40,40131.0,64501,113400,103579
2012,40,40133.0,85285,43546,40851
2012,40,40135.0,101723,71101,68750
2012,40,40137.0,60656,63919,59146
2012,40,40139.0,96647,36021,35355
2012,40,40141.0,40887,15094,14622
2012,40,40143.0,96565,992834,852614
2012,40,40145.0,27861,55735,46494
2012,40,40147.0,30104,64059,60967
2012,40,40149.0,32907,19996,18327
2012,40,40151.0,39198,13720,13158
2012,40,40153.0,39594,31863,26821
2013,8,8001.0,57411,810496,712403
2013,8,8003.0,18551,28917,24742
2013,8,8005.0,69127,1177161,1023312
2013,8,8007.0,9956,15885,13700
2013,8,8009.0,74397,9015,8745
2013,8,8011.0,17988,7868,7053
2013,8,8013.0,17258,637139,529754
2013,8,8015.0,19549,29997,21039
2013,8,8017.0,32953,5221,4903
2013,8,8019.0,10596,11976,10423
2013,8,8021.0,31236,31049,15039
2013,8,8023.0,24742,6812,5768
2013,8,8025.0,9930,4653,4429
2013,8,8027.0,9309,4039,3854
2013,8,8029.0,7557,44770,41747
2013,8,8031.0,10041,1090516,881471
2013,8,8033.0,10399,3328,2995
2013,8,8035.0,7818,598872,505847
2013,8,8037.0,9685,80430,62269
2013,8,8039.0,93226,34068,28539
2013,8,8041.0,125640,1016694,907774
2013,8,8043.0,26406,48139,43351
2013,8,8045.0,26487,115254,97176
2013,8,8047.0,12788,5166,4770
2013,8,8049.0,21420,19911,17408
2013,8,8051.0,8483,18841,15659
2013,8,8053.0,17914,1510,1455
2013,8,8055.0,21264,8080,7567
2013,8,8057.0,12515,2722,2578
2013,8,8059.0,8517,834668,728799
2013,8,8061.0,26156,3500,3273
2013,8,8063.0,58126,15284,13596
2013,8,8065.0,9038,25955,15000
2013,8,8067.0,29558,99018,68637
2013,8,8069.0,25806,430919,378992
2013,8,8071.0,73838,22941,21577
2013,8,8073.0,34478,16587,13029
2013,8,8075.0,44314,30270,27530
2013,8,8077.0,28984,186951,174670
2013,8,8079.0,20885,1784,1629
2013,8,8081.0,8557,21162,19519
2013,8,8083.0,24513,35765,32022
2013,8,8085.0,19894,58765,51820
2013,8,8087.0,35339,49214,44255
2013,8,8089.0,64215,35842,32735
2013,8,8091.0,26672,7198,6718
2013,8,8093.0,19289,23708,15724
2013,8,8095.0,17107,15053,11987
2013,8,8097.0,13604,29298,24328
2013,8,8099.0,37559,42874,20993
2013,8,8101.0,15193,226770,210567
2013,8,8103.0,17420,17506,13142
2013,8,8105.0,25967,26103,17228
2013,8,8107.0,35643,41288,36935
2013,8,8109.0,41912,22472,12152
2013,8,8111.0,22871,2096,1558
2013,8,8113.0,23035,14860,13457
2013,8,8115.0,21207,10139,8527
2013,8,8117.0,10464,36927,33065
2013,8,8119.0,22314,30738,27107
2013,8,8121.0,71279,16410,11070
2013,8,8123.0,120130,366351,316824
2013,8,8125.0,47590,32180,17607
2013,20,20001.0,33603,28133,26012
2013,20,20003.0,22188,17472,13641
2013,20,20005.0,21936,27051,24616
2013,20,20007.0,22327,8936,8179
2013,20,20009.0,29044,46748,41077
2013,20,20011.0,19924,23572,22162
2013,20,20013.0,23639,18391,17219
2013,20,20015.0,87316,189218,134796
2013,20,20017.0,11803,4528,4320
2013,20,20019.0,23207,6966,6295
2013,20,20021.0,42588,43908,39798
2013,20,20023.0,28660,5665,5450
2013,20,20025.0,25407,6499,5918
2013,20,20027.0,9583,14473,13436
2013,20,20029.0,26726,16114,15553
2013,20,20031.0,34519,22729,18030
2013,20,20033.0,11284,4440,4051
2013,20,20035.0,52498,65581,59635
2013,20,20037.0,53027,67174,63382
2013,20,20039.0,11910,4671,4371
2013,20,20041.0,54610,54200,39950
2013,20,20043.0,36293,18124,16941
2013,20,20045.0,28198,151871,137187
2013,20,20047.0,30813,6294,5925
2013,20,20049.0,27174,7034,6866
2013,20,20051.0,30307,42308,38573
2013,20,20053.0,23423,15054,13768
2013,20,20055.0,19581,99731,87577
2013,20,20057.0,31332,83712,73771
2013,20,20059.0,43679,50471,47072
2013,20,20061.0,9439,94930,79758
2013,20,20063.0,46541,7544,6814
2013,20,20065.0,10135,4964,4277
2013,20,20067.0,8832,16512,15627
2013,20,20069.0,52688,18668,15210
2013,20,20071.0,13294,3403,2848
2013,20,20073.0,39731,12827,11992
2013,20,20075.0,11720,6255,5778
2013,20,20077.0,22924,13295,12076
2013,20,20079.0,49406,60829,56551
