year,stateFIPS,countyFIPS,PPCSTOT,TOTALEXP,TCURSPND
2013,20,20081.0,25716,11992,10227
2013,20,20083.0,11367,4495,3717
2013,20,20085.0,31083,27878,25267
2013,20,20087.0,65760,45546,40420
2013,20,20089.0,10224,3802,3374
2013,20,20091.0,53290,1080062,872236
2013,20,20093.0,25407,12800,10998
2013,20,20095.0,24132,13912,13178
2013,20,20097.0,24466,9922,6959
2013,20,20099.0,41976,43596,40072
2013,20,20101.0,29562,5080,4426
2013,20,20103.0,53470,137739,117089
2013,20,20105.0,22935,7614,7278
2013,20,20107.0,32278,30866,20609
2013,20,20109.0,24084,6751,6143
2013,20,20111.0,32707,59289,55296
2013,20,20113.0,53156,68536,48059
2013,20,20115.0,56850,25321,23328
2013,20,20117.0,31607,20750,19240
2013,20,20119.0,23854,8124,7352
2013,20,20121.0,27519,50648,46553
2013,20,20123.0,23182,14002,13031
2013,20,20125.0,37597,60808,55308
2013,20,20127.0,10850,16700,8170
2013,20,20129.0,21697,13464,11862
2013,20,20131.0,21269,21871,19953
2013,20,20133.0,21726,29369,25318
2013,20,20135.0,24810,6319,5614
2013,20,20137.0,24397,11160,10651
2013,20,20139.0,53490,32763,30352
2013,20,20141.0,12972,4512,4190
2013,20,20143.0,21801,14777,13589
2013,20,20145.0,20087,13324,12019
2013,20,20147.0,24817,10277,9533
2013,20,20149.0,39329,46367,38763
2013,20,20151.0,19800,17396,15936
2013,20,20153.0,12192,4116,3865
2013,20,20155.0,63724,114927,97720
2013,20,20157.0,23381,8898,8097
2013,20,20159.0,46658,23446,20988
2013,20,20161.0,34815,97809,73792
2013,20,20163.0,42697,11905,10803
2013,20,20165.0,24987,6640,6088
2013,20,20167.0,24796,11587,10784
2013,20,20169.0,31118,98019,88988
2013,20,20171.0,10396,11119,10011
2013,20,20173.0,89178,958325,816941
2013,20,20175.0,20843,58436,54952
2013,20,20177.0,47040,315807,283125
2013,20,20179.0,10145,4122,3855
2013,20,20181.0,9332,11083,10013
2013,20,20183.0,25367,8842,8233
2013,20,20185.0,40409,12218,11535
2013,20,20187.0,11724,6555,5522
2013,20,20189.0,25484,16342,14445
2013,20,20191.0,78822,44768,41543
2013,20,20193.0,33989,14583,12951
2013,20,20195.0,11168,4671,4379
2013,20,20197.0,23677,12660,11495
2013,20,20199.0,27427,4570,4148
2013,20,20201.0,33720,13922,13371
2013,20,20203.0,12248,5606,5230
2013,20,20205.0,33315,19463,18384
2013,20,20207.0,12085,5959,5801
2013,20,20209.0,36283,336498,288536
2013,29,29001.0,29138,31914,27476
2013,29,29003.0,23747,24817,24096
2013,29,29005.0,36459,11632,9968
2013,29,29007.0,28450,33160,30196
2013,29,29009.0,62170,61033,55766
2013,29,29011.0,26881,19290,18377
2013,29,29013.0,64444,26658,24991
2013,29,29015.0,23400,22279,21041
2013,29,29017.0,32271,15536,14964
2013,29,29019.0,49151,273339,220140
2013,29,29021.0,37225,145776,126535
2013,29,29023.0,24255,55385,53079
2013,29,29025.0,82060,17362,16137
2013,29,29027.0,35048,46481,42382
2013,29,29029.0,39903,57781,51910
2013,29,29031.0,42916,105273,84234
2013,29,29033.0,53273,16325,15084
2013,29,29035.0,17660,11647,11070
2013,29,29037.0,83612,176913,159885
2013,29,29039.0,15636,19685,18440
2013,29,29041.0,42616,12387,11609
2013,29,29043.0,57102,143413,115366
2013,29,29045.0,17995,9965,9181
2013,29,29047.0,60424,428138,389067
2013,29,29049.0,26454,33498,30933
2013,29,29051.0,32999,110874,100684
2013,29,29053.0,57343,24507,22899
2013,29,29055.0,22235,29767,26697
2013,29,29057.0,37849,12209,10433
2013,29,29059.0,8911,17122,16128
2013,29,29061.0,54574,12830,12255
2013,29,29063.0,44251,11334,10624
2013,29,29065.0,34601,20142,17560
2013,29,29067.0,23546,14465,13753
2013,29,29069.0,55746,52373,48688
2013,29,29071.0,80714,172426,148280
2013,29,29073.0,17014,27797,24662
2013,29,29075.0,31029,12333,12048
2013,29,29077.0,62704,386280,330879
2013,29,29079.0,52958,16246,14851
2013,29,29081.0,52148,14658,14116
2013,29,29083.0,66025,29524,26663
2013,29,29085.0,37492,17406,15312
2013,29,29087.0,39845,7502,7023
2013,29,29089.0,24188,12674,12052
2013,29,29091.0,58269,64344,56545
2013,29,29093.0,36005,20120,18243
2013,29,29095.0,118248,1123955,994292
2013,29,29097.0,54816,241782,170789
2013,29,29099.0,97020,361384,322677
2013,29,29101.0,63665,74357,68031
2013,29,29103.0,10357,6798,5265
2013,29,29105.0,30993,50823,46964
2013,29,29107.0,54138,53328,47385
2013,29,29109.0,48034,53751,48034
2013,29,29111.0,17346,13845,13269
2013,29,29113.0,33552,84450,73822
2013,29,29115.0,49253,23414,22025
2013,29,29117.0,28199,21767,19810
2013,29,29119.0,7958,32383,30525
2013,29,29121.0,59983,22596,21458
2013,29,29123.0,18624,20841,17960
2013,29,29125.0,15467,11427,10739
2013,29,29127.0,24605,51261,43158
2013,29,29129.0,19937,6952,6575
2013,29,29131.0,44769,49543,44638
2013,29,29133.0,15301,18504,17338
2013,29,29135.0,50894,21491,19648
2013,29,29137.0,45736,15286,13683
2013,29,29139.0,18259,16792,15450
2013,29,29141.0,15876,17592,16776
2013,29,29143.0,39092,28314,26973
2013,29,29145.0,39889,78382,68393
2013,29,29147.0,77449,32038,29407
2013,29,29149.0,40505,16875,15871
2013,29,29151.0,27948,14136,13705
2013,29,29153.0,51072,15697,14890
2013,29,29155.0,281504,40643,39369
2013,29,29157.0,16952,22829,21340
2013,29,29159.0,52516,55776,52945
2013,29,29161.0,32993,63636,57302
2013,29,29163.0,38720,24217,22350
2013,29,29165.0,42405,196712,165083
2013,29,29167.0,59070,50608,46922
2013,29,29169.0,49391,91084,81940
2013,29,29171.0,9194,7687,6669
2013,29,29173.0,7764,6149,5684
2013,29,29175.0,45992,48716,35408
2013,29,29177.0,33384,29204,27898
2013,29,29179.0,49978,14715,13541
2013,29,29181.0,31098,20159,18330
2013,29,29183.0,49928,631877,568486
2013,29,29185.0,34471,12114,11618
2013,29,29186.0,11024,22574,20885
2013,29,29187.0,41837,95031,88488
2013,29,29189.0,352139,2106915,1862209
2013,29,29195.0,81332,33984,31542
2013,29,29197.0,8175,5801,5342
2013,29,29199.0,27241,6294,6041
2013,29,29201.0,55757,57376,53449
2013,29,29203.0,20788,7827,7588
2013,29,29205.0,18838,10308,9868
2013,29,29207.0,61876,47508,41156
2013,29,29209.0,46304,43906,38442
2013,29,29211.0,32144,11493,10683
2013,29,29213.0,64499,103182,69889
2013,29,29215.0,55072,34571,32682
2013,29,29217.0,38054,33524,28455
2013,29,29219.0,17259,43593,39683
2013,29,29221.0,34871,36830,31532
2013,29,29223.0,16315,16267,15184
2013,29,29225.0,33024,40503,37465
2013,29,29227.0,8878,3151,3040
2013,29,29229.0,41014,30991,28328
2013,29,29510.0,10655,427624,349850
2013,31,31001.0,54323,73835,65290
2013,31,31003.0,43736,26270,23064
2013,31,31005.0,18330,1967,1833
2013,31,31007.0,20743,3042,2904
2013,31,31009.0,21575,2568,2287
2013,31,31011.0,32019,12116,10454
2013,31,31013.0,25312,24114,23304
2013,31,31015.0,36371,5894,5685
2013,31,31017.0,13249,10679,9934
2013,31,31019.0,80199,96493,87903
2013,31,31021.0,38743,20089,15967
2013,31,31023.0,27488,15415,13705
2013,31,31025.0,59455,47116,42604
2013,31,31027.0,58443,17026,14853
2013,31,31029.0,28095,12343,10241
2013,31,31031.0,33392,12772,12165
2013,31,31033.0,41791,21745,19542
2013,31,31035.0,37980,20644,19512
2013,31,31037.0,60665,29792,27380
2013,31,31039.0,36971,21302,19213
2013,31,31041.0,93744,32719,25413
2013,31,31043.0,24380,49853,48727
2013,31,31045.0,25029,14557,13719
2013,31,31047.0,57090,67353,59585
2013,31,31049.0,32976,7541,7228
2013,31,31051.0,38953,21718,19988
2013,31,31053.0,49969,77349,69284
2013,31,31055.0,73373,1120513,1017554
2013,31,31057.0,14708,6186,5839
2013,31,31059.0,52087,16168,13450
2013,31,31061.0,14226,4896,4524
2013,31,31063.0,46617,10183,9088
2013,31,31065.0,41570,16917,15123
2013,31,31067.0,49260,50531,41113
2013,31,31069.0,16110,4754,3963
2013,31,31071.0,12052,4583,4399
2013,31,31073.0,13966,3602,3296
2013,31,31075.0,16524,2643,2429
2013,31,31079.0,45482,143611,132210
2013,31,31081.0,40966,20508,19262
2013,31,31083.0,14208,4333,4021
2013,31,31085.0,20033,2760,2444
2013,31,31087.0,12511,11364,6054
2013,31,31089.0,75783,24226,22844
2013,31,31091.0,16842,4068,2880
2013,31,31093.0,43353,16409,14990
2013,31,31095.0,43216,21898,19756
2013,31,31097.0,25896,10534,9713
2013,31,31099.0,42853,18171,16342
2013,31,31101.0,25812,23617,20704
2013,31,31103.0,22011,2428,2069
2013,31,31105.0,12447,6995,6821
2013,31,31107.0,93678,24309,22543
2013,31,31109.0,53471,499705,435878
2013,31,31111.0,72483,63067,57876
2013,31,31113.0,12748,2924,2677
2013,31,31115.0,20466,1938,1801
2013,31,31117.0,18657,1925,1847
2013,31,31119.0,63998,64346,60290
2013,31,31121.0,23831,14966,11644
2013,31,31123.0,28422,14349,12728
2013,31,31125.0,26499,10927,10236
2013,31,31127.0,23748,19907,18859
2013,31,31129.0,13320,6885,6129
2013,31,31131.0,34032,32430,28653
2013,31,31133.0,29876,7252,7068
2013,31,31135.0,15649,6657,6322
2013,31,31137.0,38896,25458,22945
2013,31,31139.0,39430,16443,15487
2013,31,31141.0,37698,61490,57490
2013,31,31143.0,57820,20915,17416
2013,31,31145.0,26537,21753,19608
2013,31,31147.0,28883,18101,16944
2013,31,31149.0,17244,3648,3328
2013,31,31151.0,53002,38097,33086
2013,31,31153.0,41499,274309,247535
2013,31,31155.0,59504,34184,30823
2013,31,31157.0,55303,81398,74582
2013,31,31159.0,37230,40875,36895
2013,31,31161.0,28410,12651,11580
2013,31,31163.0,30872,7029,6469
2013,31,31165.0,22894,2675,2587
2013,31,31167.0,11787,6001,5375
2013,31,31169.0,55022,14946,13510
2013,31,31171.0,19206,2178,1959
2013,31,31173.0,66031,31877,29100
2013,31,31175.0,31748,9651,8987
2013,31,31177.0,31302,38810,35423
2013,31,31179.0,38636,19966,18275
2013,31,31181.0,25411,8629,7969
2013,31,31183.0,19138,2381,2220
2013,31,31185.0,37879,34865,22401
2013,40,40001.0,109898,43203,41481
2013,40,40003.0,35592,9368,8505
2013,40,40005.0,55743,26879,20681
2013,40,40007.0,45497,13310,12001
2013,40,40009.0,48667,32781,30626
2013,40,40011.0,42179,18862,18371
2013,40,40013.0,69738,61976,59892
2013,40,40015.0,96387,53838,50821
2013,40,40017.0,78239,198976,167177
2013,40,40019.0,70978,81246,74001
2013,40,40021.0,97804,65687,62906
2013,40,40023.0,52172,22259,21467
2013,40,40025.0,40205,5468,5312
2013,40,40027.0,42331,361795,312955
2013,40,40029.0,31200,13221,12806
2013,40,40031.0,79189,182019,167054
2013,40,40033.0,29195,10043,9608
2013,40,40035.0,49784,24788,24034
2013,40,40037.0,108120,109221,96975
2013,40,40039.0,46862,54526,43606
2013,40,40041.0,80514,56255,53835
2013,40,40043.0,51366,12530,11608
2013,40,40045.0,51426,11493,10665
2013,40,40047.0,74340,96656,83533
2013,40,40049.0,64447,47678,43343
2013,40,40051.0,87685,76233,66766
2013,40,40053.0,34276,9435,8947
2013,40,40055.0,16826,8077,8010
2013,40,40057.0,8673,4905,4831
2013,40,40059.0,18381,7335,6972
2013,40,40061.0,45855,20602,19938
2013,40,40063.0,48388,21906,20593
2013,40,40065.0,51122,41538,39169
2013,40,40067.0,38828,13189,11250
2013,40,40069.0,65195,16804,16375
2013,40,40071.0,52486,74598,67850
2013,40,40073.0,54373,30224,28602
2013,40,40075.0,38531,15132,14599
2013,40,40077.0,35222,14587,13528
2013,40,40079.0,143387,82421,78909
2013,40,40081.0,68048,46373,42108
2013,40,40083.0,35050,36335,35093
2013,40,40085.0,33175,14645,13133
2013,40,40087.0,56407,59809,50598
2013,40,40089.0,117385,62304,57888
2013,40,40091.0,62347,36246,29908
2013,40,40093.0,28593,11851,10920
2013,40,40095.0,15506,26485,22960
2013,40,40097.0,70773,63539,59036
2013,40,40099.0,14081,18208,17808
2013,40,40101.0,80213,113947,101770
2013,40,40103.0,44643,22658,18269
2013,40,40105.0,24540,16143,15162
2013,40,40107.0,47596,30253,28581
2013,40,40109.0,112304,1074482,941273
2013,40,40111.0,69809,58143,54292
2013,40,40113.0,108760,36687,34835
2013,40,40115.0,57088,49498,46998
2013,40,40117.0,25586,23393,20024
2013,40,40119.0,54071,108311,87612
2013,40,40121.0,128110,73228,67291
2013,40,40123.0,61031,63734,59277
2013,40,40125.0,107357,107353,98027
2013,40,40127.0,71295,21647,20595
2013,40,40129.0,31495,7819,6884
2013,40,40131.0,67664,119531,107529
2013,40,40133.0,91203,45837,43337
2013,40,40135.0,104637,70067,68116
2013,40,40137.0,62698,64659,60883
2013,40,40139.0,102812,37571,36729
2013,40,40141.0,41079,15034,14573
2013,40,40143.0,101042,1013984,883101
2013,40,40145.0,28617,50105,45677
2013,40,40147.0,36541,66218,60866
2013,40,40149.0,33767,23856,18644
2013,40,40151.0,40767,15143,14135
2013,40,40153.0,41849,36933,28986
2014,8,8001.0,57980,812674,740422
2014,8,8003.0,17893,31180,24883
2014,8,8005.0,71131,1290134,1083948
2014,8,8007.0,8892,12729,11764
2014,8,8009.0,81472,9103,8789
2014,8,8011.0,19602,7890,7268
2014,8,8013.0,18809,662096,587576
2014,8,8015.0,20334,41396,21739
2014,8,8017.0,31605,4857,4551
2014,8,8019.0,10957,12568,10582
2014,8,8021.0,32292,23367,16044
2014,8,8023.0,25477,6577,5994
2014,8,8025.0,9857,4701,4416
2014,8,8027.0,9523,4084,3914
2014,8,8029.0,8001,43499,41758
2014,8,8031.0,10564,1299327,951301
2014,8,8033.0,10823,3529,3171
2014,8,8035.0,8182,620662,542392
2014,8,8037.0,9870,76793,64869
2014,8,8039.0,86395,54994,28816
2014,8,8041.0,130337,1077138,972617
2014,8,8043.0,27549,47753,44190
2014,8,8045.0,27600,120975,102720
2014,8,8047.0,11805,5557,4970
2014,8,8049.0,20711,19891,17334
2014,8,8051.0,8828,20441,17074
2014,8,8053.0,17138,1396,1378
2014,8,8055.0,23057,8213,7587
2014,8,8057.0,12812,3176,2729
2014,8,8059.0,8685,850189,747323
2014,8,8061.0,27784,3609,3353
2014,8,8063.0,60045,25399,14154
2014,8,8065.0,9812,44131,15427
2014,8,8067.0,30008,113390,71252
2014,8,8069.0,26937,439950,397239
2014,8,8071.0,76991,24552,21184
2014,8,8073.0,36157,18190,12795
2014,8,8075.0,45805,31103,27910
2014,8,8077.0,30524,198135,181943
2014,8,8079.0,20263,2900,1621
2014,8,8081.0,9102,22430,20406
2014,8,8083.0,25326,44188,32736
2014,8,8085.0,21529,57525,52670
2014,8,8087.0,35118,52153,45921
2014,8,8089.0,64464,36311,33611
2014,8,8091.0,26797,7875,7110
2014,8,8093.0,20267,17651,16057
2014,8,8095.0,19293,17334,12417
2014,8,8097.0,14619,32780,26978
2014,8,8099.0,40286,27157,21730
2014,8,8101.0,15269,266329,214892
2014,8,8103.0,17772,17274,13396
2014,8,8105.0,29145,20216,18537
2014,8,8107.0,36905,46021,40141
2014,8,8109.0,43754,14146,12454
2014,8,8111.0,20734,1519,1467
2014,8,8113.0,24759,15621,14921
2014,8,8115.0,22105,19774,7582
2014,8,8117.0,11110,40483,36574
2014,8,8119.0,22005,29733,26694
2014,8,8121.0,72788,25922,11793
2014,8,8123.0,124470,373275,331494
2014,8,8125.0,52820,22661,18574
2014,20,20001.0,34611,29164,27265
2014,20,20003.0,21499,15770,13689
2014,20,20005.0,22197,33658,24471
2014,20,20007.0,22761,10190,8603
2014,20,20009.0,29212,45868,42390
2014,20,20011.0,20517,24011,22813
2014,20,20013.0,23840,18176,17086
2014,20,20015.0,85071,208224,137235
2014,20,20017.0,11224,4613,4254
2014,20,20019.0,22571,6448,6135
2014,20,20021.0,44320,54058,41188
2014,20,20023.0,27541,5660,5303
2014,20,20025.0,25012,6261,5882
2014,20,20027.0,9723,14936,13885
2014,20,20029.0,26105,17616,15728
2014,20,20031.0,35320,22658,17909
2014,20,20033.0,11786,4687,4290
2014,20,20035.0,56073,67191,61904
2014,20,20037.0,53850,67209,64368
2014,20,20039.0,12297,4707,4476
2014,20,20041.0,54999,44650,40211
2014,20,20043.0,35698,17890,16839
2014,20,20045.0,28454,219666,143917
2014,20,20047.0,26391,8052,6143
2014,20,20049.0,28652,7164,6837
2014,20,20051.0,30055,42446,38509
2014,20,20053.0,23077,15884,13840
2014,20,20055.0,20553,98686,88645
2014,20,20057.0,33218,87542,75074
2014,20,20059.0,45021,53229,47909
2014,20,20061.0,9937,87137,81710
2014,20,20063.0,41686,7773,6986
2014,20,20065.0,10717,4915,4362
2014,20,20067.0,8691,17100,15695
2014,20,20069.0,51706,20238,15970
2014,20,20071.0,11794,3291,2916
2014,20,20073.0,39553,13057,12219
2014,20,20075.0,11244,6018,5757
2014,20,20077.0,22234,12650,11941
2014,20,20079.0,51284,65232,57740
2014,20,20081.0,24950,11346,9935
2014,20,20083.0,12059,3913,3678
2014,20,20085.0,29900,27976,25662
2014,20,20087.0,66260,46447,41267
2014,20,20089.0,12494,4439,3848
2014,20,20091.0,53779,1169731,884357
2014,20,20093.0,24580,11607,11011
2014,20,20095.0,24850,14038,13114
2014,20,20097.0,27012,7608,7081
2014,20,20099.0,42625,43772,40185
2014,20,20101.0,27196,6703,4433
2014,20,20103.0,54575,174607,120457
2014,20,20105.0,22842,8001,7484
2014,20,20107.0,32448,32131,21177
2014,20,20109.0,27905,6630,6155
2014,20,20111.0,33516,62166,57589
2014,20,20113.0,53100,66943,49366
2014,20,20115.0,55470,26462,23334
2014,20,20117.0,31716,21162,19616
2014,20,20119.0,25152,7877,7198
2014,20,20121.0,28259,54245,47886
2014,20,20123.0,24425,14410,13575
2014,20,20125.0,38529,63191,55981
2014,20,20127.0,10727,9112,8013
2014,20,20129.0,20584,13987,12179
2014,20,20131.0,21561,22368,19815
2014,20,20133.0,22058,30318,25263
2014,20,20135.0,27604,6481,5822
2014,20,20137.0,24177,10752,10324
2014,20,20139.0,54597,37520,30342
2014,20,20141.0,13950,4367,4227
2014,20,20143.0,21862,15325,14047
2014,20,20145.0,20993,13315,12370
2014,20,20147.0,26516,9958,9623
2014,20,20149.0,41625,47498,40704
2014,20,20151.0,20119,17414,16376
2014,20,20153.0,12772,4416,4151
2014,20,20155.0,66716,137581,101229
2014,20,20157.0,24535,9516,8288
2014,20,20159.0,47201,26748,22017
2014,20,20161.0,35288,87541,76005
2014,20,20163.0,38565,11788,10412
2014,20,20165.0,25112,7281,6585
2014,20,20167.0,26438,13067,11176
2014,20,20169.0,31084,111819,89693
2014,20,20171.0,10067,10862,9846
2014,20,20173.0,90533,969624,838286
2014,20,20175.0,21210,59685,55608
2014,20,20177.0,48701,332779,293701
2014,20,20179.0,10391,4289,4042
2014,20,20181.0,9489,17455,10317
2014,20,20183.0,26918,9494,8476
2014,20,20185.0,36487,13694,11750
2014,20,20187.0,11965,6091,5480
2014,20,20189.0,24835,17122,15548
2014,20,20191.0,83337,46409,41638
2014,20,20193.0,36521,15239,14230
2014,20,20195.0,10523,4892,4335
2014,20,20197.0,24361,12792,11948
2014,20,20199.0,30517,4661,4348
2014,20,20201.0,34171,13786,13202
2014,20,20203.0,12176,5792,5333
2014,20,20205.0,35605,22796,18463
2014,20,20207.0,12154,6060,5919
2014,20,20209.0,37989,357130,319662
2014,29,29001.0,29714,30893,28170
2014,29,29003.0,26609,24983,24131
2014,29,29005.0,38568,11411,10116
2014,29,29007.0,29442,33351,30834
2014,29,29009.0,70571,66039,57915
2014,29,29011.0,28062,26945,18735
2014,29,29013.0,67515,26733,25082
2014,29,29015.0,24468,22996,21385
2014,29,29017.0,32727,16308,15478
2014,29,29019.0,52334,285032,235757
2014,29,29021.0,37739,156537,127176
2014,29,29023.0,24341,56469,53960
2014,29,29025.0,100873,17247,16341
2014,29,29027.0,35225,46499,43420
2014,29,29029.0,39254,69930,52875
2014,29,29031.0,47481,104303,87410
2014,29,29033.0,56468,16285,15391
2014,29,29035.0,17585,12016,11203
2014,29,29037.0,94376,180614,161908
2014,29,29039.0,16450,20108,18901
2014,29,29041.0,46208,15060,11926
2014,29,29043.0,59754,135090,121252
2014,29,29045.0,19546,10900,9139
2014,29,29047.0,68340,435362,397300
2014,29,29049.0,28346,34729,32423
2014,29,29051.0,33502,110032,101582
2014,29,29053.0,60269,25384,22765
2014,29,29055.0,23748,30410,27732
2014,29,29057.0,39979,11987,10938
2014,29,29059.0,9099,17469,16190
2014,29,29061.0,58047,13718,13076
2014,29,29063.0,44190,10965,10751
2014,29,29065.0,41474,26129,17713
2014,29,29067.0,28148,14735,14147
2014,29,29069.0,57442,57755,49611
2014,29,29071.0,97004,186617,153213
2014,29,29073.0,17061,27511,24967
2014,29,29075.0,31153,12390,12128
2014,29,29077.0,64752,403195,347813
2014,29,29079.0,58783,16438,14920
2014,29,29081.0,55171,15300,14730
2014,29,29083.0,76830,49993,27479
2014,29,29085.0,37018,16889,15292
2014,29,29087.0,42807,7704,7301
2014,29,29089.0,24660,14421,12286
2014,29,29091.0,64972,65178,57200
2014,29,29093.0,38928,20049,18313
2014,29,29095.0,121523,1178353,1027957
2014,29,29097.0,58511,309374,172875
2014,29,29099.0,100252,358311,330331
2014,29,29101.0,64248,74798,68097
2014,29,29103.0,10590,7525,5389
2014,29,29105.0,37052,54009,48906
2014,29,29107.0,57192,53680,49338
2014,29,29109.0,49925,57136,48746
2014,29,29111.0,17684,13955,13573
2014,29,29113.0,34108,88844,76544
2014,29,29115.0,49733,24003,22625
2014,29,29117.0,29720,21527,20495
2014,29,29119.0,8032,33370,31102
2014,29,29121.0,65806,23424,21909
2014,29,29123.0,18062,18299,17083
2014,29,29125.0,15663,11800,11113
2014,29,29127.0,27243,49365,44668
2014,29,29129.0,19990,7472,6920
2014,29,29131.0,45687,67915,45737
2014,29,29133.0,15912,18857,18172
2014,29,29135.0,60757,22270,19961
2014,29,29137.0,54254,15029,14037
2014,29,29139.0,18607,19848,14903
2014,29,29141.0,15699,18181,16794
2014,29,29143.0,38329,28610,27253
2014,29,29145.0,42292,76050,69952
2014,29,29147.0,78416,31674,29875
2014,29,29149.0,36764,16950,16062
2014,29,29151.0,26904,14614,14083
2014,29,29153.0,53100,15812,15237
2014,29,29155.0,234772,39408,38140
2014,29,29157.0,18921,23630,22380
2014,29,29159.0,56205,58195,54800
2014,29,29161.0,35965,67614,58296
2014,29,29163.0,44248,25604,23471
2014,29,29165.0,44116,200574,171485
2014,29,29167.0,60327,51539,47970
2014,29,29169.0,56170,94584,87040
2014,29,29171.0,9358,7379,6796
2014,29,29173.0,7529,6053,5728
2014,29,29175.0,50122,42725,37092
2014,29,29177.0,34801,29857,28209
2014,29,29179.0,56823,15583,13686
2014,29,29181.0,36869,21077,18841
2014,29,29183.0,51121,654002,590855
2014,29,29185.0,37579,12555,11959
2014,29,29186.0,11632,23779,21901
2014,29,29187.0,43767,98448,90843
2014,29,29189.0,247742,2132182,1885349
2014,29,29195.0,98400,35638,32946
2014,29,29197.0,8829,6086,5575
2014,29,29199.0,38767,6612,6317
2014,29,29201.0,59441,58107,54599
2014,29,29203.0,20121,7837,7663
2014,29,29205.0,19563,10870,10243
2014,29,29207.0,64368,46249,42230
2014,29,29209.0,47318,43935,39975
2014,29,29211.0,34340,11793,10800
2014,29,29213.0,70909,96655,72284
2014,29,29215.0,58152,38180,33186
2014,29,29217.0,37580,33502,28999
2014,29,29219.0,17800,45625,41715
2014,29,29221.0,38884,36697,33235
2014,29,29223.0,15689,18309,15052
2014,29,29225.0,33936,41934,37844
2014,29,29227.0,9558,3252,3097
2014,29,29229.0,52164,29665,28305
2014,29,29510.0,12635,407351,347623
2014,31,31001.0,55268,72082,65191
2014,31,31003.0,46883,25306,23752
2014,31,31005.0,20608,2082,1999
2014,31,31007.0,21611,3163,3112
2014,31,31009.0,22762,2449,2299
2014,31,31011.0,32001,13815,10820
2014,31,31013.0,26111,23661,22711
2014,31,31015.0,39891,6380,6116
2014,31,31017.0,14220,10671,10459
2014,31,31019.0,82755,106762,89808
2014,31,31021.0,40202,20537,16340
2014,31,31023.0,28217,16191,13993
2014,31,31025.0,60407,51671,43745
2014,31,31027.0,63376,16630,15732
2014,31,31029.0,27297,11561,10590
2014,31,31031.0,32823,12546,12097
2014,31,31033.0,42749,23183,20526
2014,31,31035.0,38918,21859,19616
2014,31,31037.0,59924,31100,29163
2014,31,31039.0,39513,22298,20813
2014,31,31041.0,98099,27972,26420
2014,31,31043.0,23915,51587,49222
2014,31,31045.0,26444,15655,14177
2014,31,31047.0,60911,65671,62685
2014,31,31049.0,34115,8290,7406
2014,31,31051.0,42426,22081,20891
2014,31,31053.0,50389,79397,69375
2014,31,31055.0,73137,1133901,1041150
2014,31,31057.0,15768,6192,5771
2014,31,31059.0,55345,16352,14134
2014,31,31061.0,15120,5100,4929
2014,31,31063.0,49191,10651,9550
2014,31,31065.0,41216,17089,15213
2014,31,31067.0,51893,47329,40906
2014,31,31069.0,16887,4554,4036
2014,31,31071.0,12763,4885,4569
2014,31,31073.0,13961,3704,3239
2014,31,31075.0,16465,3007,2585
2014,31,31079.0,48141,150215,136808
2014,31,31081.0,42153,21906,19753
2014,31,31083.0,14885,4578,4272
2014,31,31085.0,22632,2946,2580
2014,31,31087.0,12353,7733,6147
2014,31,31089.0,79034,24966,23509
2014,31,31091.0,17720,3107,2906
2014,31,31093.0,44588,16909,15463
2014,31,31095.0,44344,23796,20337
2014,31,31097.0,25463,10853,9745
2014,31,31099.0,44839,18573,17099
2014,31,31101.0,25986,32453,20542
2014,31,31103.0,22440,2506,2244
2014,31,31105.0,12315,6688,6564
2014,31,31107.0,94800,29459,23448
2014,31,31109.0,54143,489977,451502
2014,31,31111.0,77715,66732,59484
2014,31,31113.0,15550,3489,2939
2014,31,31115.0,24974,2047,1923
2014,31,31117.0,20032,1925,1884
2014,31,31119.0,65913,66044,61730
2014,31,31121.0,24877,14189,11991
2014,31,31123.0,28325,15847,12936
2014,31,31125.0,27193,11813,10617
2014,31,31127.0,22306,21479,19286
2014,31,31129.0,12666,6800,6198
2014,31,31131.0,33983,32076,29004
2014,31,31133.0,31030,8649,7369
2014,31,31135.0,16251,7129,6549
2014,31,31137.0,41318,30563,23353
2014,31,31139.0,40585,16471,15694
2014,31,31141.0,38253,61723,58323
2014,31,31143.0,62314,21536,18812
2014,31,31145.0,27045,21402,20322
2014,31,31147.0,31003,18670,17690
2014,31,31149.0,17005,3512,3418
2014,31,31151.0,53137,41762,33711
2014,31,31153.0,40758,284051,254210
2014,31,31155.0,61395,36631,32101
2014,31,31157.0,56754,83453,76072
2014,31,31159.0,37824,47102,37297
2014,31,31161.0,28249,16229,12009
2014,31,31163.0,35045,7838,7017
2014,31,31165.0,24491,2738,2596
2014,31,31167.0,12523,6949,5698
2014,31,31169.0,54597,15105,13841
2014,31,31171.0,21726,3930,2064
2014,31,31173.0,65722,33520,29380
2014,31,31175.0,31380,10219,9511
2014,31,31177.0,32136,41641,36160
2014,31,31179.0,39615,22825,18787
2014,31,31181.0,27303,9390,8000
2014,31,31183.0,22610,2441,2374
2014,31,31185.0,38931,29106,23428
2014,40,40001.0,97465,43283,41910
2014,40,40003.0,38903,10753,9526
2014,40,40005.0,55784,26084,21419
2014,40,40007.0,49053,12651,12210
2014,40,40009.0,49417,35460,32618
2014,40,40011.0,41473,19964,18609
2014,40,40013.0,69881,69368,61121
2014,40,40015.0,93256,53380,49077
2014,40,40017.0,85530,212144,177873
