,idcode,itemcode,amount,year,flag,stateFIPS,countyFIPS
143916,6101901800000,E50,4284,2012,R,8.0,8037.0
143977,6102001900000,E50,247,2012,R,8.0,8039.0
144023,6102102000000,E50,7169,2012,R,8.0,8041.0
144186,6102402300000,E50,276,2012,R,8.0,8047.0
144254,6102502400000,E50,1479,2012,R,8.0,8049.0
144339,6102602500000,E50,174,2012,R,8.0,8051.0
144446,6102802700000,E50,26,2012,I,8.0,8055.0
144558,6103002900000,E50,419,2012,R,8.0,8059.0
144623,6103103000000,E50,6,2012,I,8.0,8061.0
144699,6103303200000,E50,30,2012,I,8.0,8065.0
144744,6103403300000,E50,504,2012,R,8.0,8067.0
144961,6103803700000,E50,87,2012,R,8.0,8075.0
145022,6103903800000,E50,294,2012,R,8.0,8077.0
145104,6104104000000,E50,597,2012,R,8.0,8081.0
145444,6104904800000,E50,191,2012,R,8.0,8097.0
145532,6105105000000,E50,1347,2012,R,8.0,8101.0
145597,6105205100000,E50,306,2012,R,8.0,8103.0
145727,6105405300000,E50,89,2012,R,8.0,8107.0
145775,6105505400000,E50,61,2012,R,8.0,8109.0
145945,6105905800000,E50,431,2012,R,8.0,8117.0
146056,6106106000000,E50,199,2012,I,8.0,8121.0
146111,6106206100000,E50,2717,2012,R,8.0,8123.0
146199,6200100200000,E50,368,2012,R,8.0,8001.0
146281,6200100400000,E50,2235,2012,I,8.0,8001.0
146327,6200100500000,E50,171,2012,R,8.0,8001.0
146389,6200100600000,E50,2011,2012,R,8.0,8001.0
146460,6200100700000,E50,7582,2012,R,8.0,8001.0
146533,6200180100000,E50,28,2012,R,8.0,8001.0
146724,6200300300000,E50,1359,2012,R,8.0,8005.0
146796,6200300500000,E50,1309,2012,R,8.0,8005.0
146841,6200300600000,E50,89,2012,R,8.0,8005.0
146891,6200300700000,E50,2089,2012,R,8.0,8005.0
147013,6200350100000,E50,11760,2012,R,8.0,8005.0
147263,6200500500000,E50,1,2012,I,8.0,8009.0
147374,6200700100000,E50,19804,2012,R,8.0,8013.0
147469,6200700300000,E50,534,2012,R,8.0,8013.0
147548,6200700400000,E50,5871,2012,R,8.0,8013.0
147618,6200700500000,E50,147,2012,R,8.0,8013.0
147687,6200700600000,E50,37,2012,I,8.0,8013.0
147942,6200800300000,E50,188,2012,R,8.0,8015.0
148002,6200900200000,E50,30,2012,I,8.0,8017.0
148508,6201500100000,E50,3,2012,R,8.0,8029.0
148592,6201500300000,E50,249,2012,R,8.0,8029.0
148767,6201600100000,E50,116553,2012,R,8.0,8031.0
149002,6201860200000,E50,1089,2012,R,8.0,8035.0
149252,6201960100000,E50,400,2012,R,8.0,8037.0
149309,6201970100000,E50,1669,2012,R,8.0,8037.0
149550,6202100200000,E50,4878,2012,R,8.0,8041.0
149617,6202100300000,E50,7,2012,R,8.0,8041.0
149684,6202100500000,E50,216,2012,R,8.0,8041.0
149726,6202100600000,E50,39,2012,R,8.0,8041.0
150261,6202300600000,E50,196,2012,R,8.0,8045.0
150308,6202400100000,E50,91,2012,R,8.0,8047.0
150416,6202500200000,E50,45,2012,R,8.0,8049.0
150550,6202560100000,E50,30,2012,R,8.0,8049.0
150597,6202600100000,E50,203,2012,R,8.0,8051.0
150650,6202600200000,E50,17,2012,R,8.0,8051.0
150792,6202690200000,E50,340,2012,I,8.0,8051.0
150833,6202700100000,E50,60,2012,I,8.0,8053.0
150949,6203000100000,E50,10034,2012,R,8.0,8059.0
151053,6203000300000,E50,748,2012,R,8.0,8059.0
151216,6203080100000,E50,1693,2012,R,8.0,8059.0
151580,6203400100000,E50,28,2012,R,8.0,8067.0
151635,6203400200000,E50,883,2012,R,8.0,8067.0
151692,6203400300000,E50,95,2012,R,8.0,8067.0
151881,6203500400000,E50,14520,2012,R,8.0,8069.0
152669,6203900400000,E50,2325,2012,R,8.0,8077.0
153012,6204300100000,E50,161,2012,R,8.0,8085.0
153063,6204300200000,E50,13,2012,I,8.0,8085.0
153174,6204400100000,E50,106,2012,R,8.0,8087.0
153234,6204400200000,E50,127,2012,R,8.0,8087.0
153444,6204500300000,E50,130,2012,R,8.0,8089.0
153594,6204500600000,E50,13,2012,I,8.0,8089.0
153787,6204800100000,E50,52,2012,I,8.0,8095.0
153840,6204800200000,E50,34,2012,I,8.0,8095.0
153911,6204900100000,E50,3463,2012,R,8.0,8097.0
153974,6204960100000,E50,1026,2012,R,8.0,8097.0
154234,6205100100000,E50,13411,2012,R,8.0,8101.0
154319,6205200100000,E50,101,2012,R,8.0,8103.0
154365,6205200200000,E50,25,2012,R,8.0,8103.0
154610,6205400300000,E50,1407,2012,R,8.0,8107.0
154911,6205700400000,E50,1151,2012,R,8.0,8113.0
154980,6205730100000,E50,1852,2012,R,8.0,8113.0
155152,6205900100000,E50,4197,2012,R,8.0,8117.0
155246,6205900300000,E50,636,2012,R,8.0,8117.0
155375,6206000100000,E50,51,2012,R,8.0,8119.0
155424,6206000200000,E50,4,2012,I,8.0,8119.0
155463,6206000300000,E50,379,2012,R,8.0,8119.0
155760,6206200500000,E50,493,2012,R,8.0,8123.0
156042,6206201100000,E50,4346,2012,R,8.0,8123.0
157485,6400122000000,E50,176,2012,R,8.0,8001.0
157915,6400160100000,E50,24322,2012,R,8.0,8001.0
157998,6400180500000,E50,2366,2012,I,8.0,8001.0
158101,6400270100000,E50,993,2012,I,8.0,8003.0
158532,6400320900000,E50,61,2012,I,8.0,8005.0
159373,6400361100000,E50,23637,2012,I,8.0,8005.0
159384,6400361200000,E50,5002,2012,I,8.0,8005.0
159397,6400361300000,E50,7438,2012,R,8.0,8005.0
159411,6400361500000,E50,1606,2012,R,8.0,8005.0
159693,6400420200000,E50,83,2012,R,8.0,8007.0
159819,6400520400000,E50,23,2012,R,8.0,8009.0
159932,6400610100000,E50,349,2012,I,8.0,8011.0
160252,6400761200000,E50,5538,2012,R,8.0,8013.0
160264,6400761300000,E50,594,2012,I,8.0,8013.0
160337,6400780100000,E50,71,2012,I,8.0,8013.0
160490,6400880100000,E50,92,2012,R,8.0,8015.0
160572,6400960200000,E50,221,2012,I,8.0,8017.0
160708,6401170100000,E50,5,2012,R,8.0,8021.0
160749,6401192100000,E50,250,2012,I,8.0,8021.0
160783,6401260100000,E50,349,2012,I,8.0,8023.0
160999,6401510100000,E50,1639,2012,R,8.0,8029.0
161083,6401560400000,E50,3111,2012,R,8.0,8029.0
161120,6401600100000,E50,97169,2012,R,8.0,8031.0
161671,6401812300000,E50,690,2012,R,8.0,8035.0
162989,6401911300000,E50,6,2012,R,8.0,8037.0
163078,6401920500000,E50,396,2012,I,8.0,8037.0
164457,6402120900000,E50,38,2012,R,8.0,8041.0
164869,6402160400000,E50,27322,2012,I,8.0,8041.0
164882,6402160500000,E50,522,2012,A,8.0,8041.0
165316,6402320200000,E50,482,2012,R,8.0,8045.0
165348,6402340300000,E50,3513,2012,R,8.0,8045.0
165694,6402520100000,E50,948,2012,R,8.0,8049.0
165998,6402610200000,E50,513,2012,I,8.0,8051.0
166242,6402850300000,E50,711,2012,I,8.0,8055.0
166931,6403020800000,E50,564,2012,R,8.0,8059.0
167164,6403041400000,E50,15472,2012,R,8.0,8059.0
167274,6403060700000,E50,3827,2012,R,8.0,8059.0
167287,6403060800000,E50,13439,2012,R,8.0,8059.0
167653,6403220100000,E50,1,2012,I,8.0,8063.0
167677,6403260200000,E50,150,2012,I,8.0,8063.0
167885,6403411000000,E50,152,2012,I,8.0,8067.0
168328,6403510100000,E50,493,2012,R,8.0,8069.0
168890,6403560400000,E50,12288,2012,R,8.0,8069.0
168906,6403560500000,E50,7797,2012,R,8.0,8069.0
168979,6403580400000,E50,224,2012,R,8.0,8069.0
169170,6403670100000,E50,1554,2012,I,8.0,8071.0
169190,6403680100000,E50,40,2012,R,8.0,8071.0
169211,6403720100000,E50,41,2012,I,8.0,8073.0
169227,6403730100000,E50,5,2012,I,8.0,8073.0
169253,6403780200000,E50,159,2012,R,8.0,8073.0
169357,6403860100000,E50,1315,2012,R,8.0,8075.0
169540,6403920200000,E50,9308,2012,R,8.0,8077.0
169710,6404130100000,E50,247,2012,R,8.0,8081.0
169877,6404240100000,E50,1771,2012,R,8.0,8083.0
170148,6404360300000,E50,1680,2012,R,8.0,8085.0
170241,6404420300000,E50,478,2012,R,8.0,8087.0
170313,6404480100000,E50,516,2012,I,8.0,8087.0
170369,6404520100000,E50,927,2012,R,8.0,8089.0
170389,6404560200000,E50,2782,2012,R,8.0,8089.0
170398,6404560300000,E50,915,2012,R,8.0,8089.0
170814,6404860100000,E50,263,2012,I,8.0,8095.0
170821,6404860200000,E50,178,2012,R,8.0,8095.0
171033,6404940100000,E50,1444,2012,R,8.0,8097.0
171186,6405040400000,E50,761,2012,R,8.0,8099.0
171222,6405070300000,E50,86,2012,I,8.0,8099.0
171371,6405150200000,E50,17579,2012,R,8.0,8101.0
171533,6405220100000,E50,105,2012,R,8.0,8103.0
171548,6405220300000,E50,230,2012,I,8.0,8103.0
171794,6405410300000,E50,618,2012,R,8.0,8107.0
172058,6405560200000,E50,325,2012,I,8.0,8109.0
172118,6405710200000,E50,242,2012,R,8.0,8113.0
172158,6405730100000,E50,71,2012,R,8.0,8113.0
172272,6405880300000,E50,221,2012,R,8.0,8115.0
172356,6405920500000,E50,396,2012,R,8.0,8117.0
172761,6406110100000,E50,1,2012,R,8.0,8121.0
172772,6406160100000,E50,383,2012,I,8.0,8121.0
173445,6406220400000,E50,72,2012,I,8.0,8123.0
173467,6406220800000,E50,28,2012,I,8.0,8123.0
173476,6406220900000,E50,152,2012,R,8.0,8123.0
173486,6406221000000,E50,5,2012,R,8.0,8123.0
173917,6406240500000,E50,383,2012,R,8.0,8123.0
173947,6406260200000,E50,605,2012,R,8.0,8123.0
173959,6406260300000,E50,3869,2012,I,8.0,8123.0
173969,6406260400000,E50,36,2012,R,8.0,8123.0
173978,6406260500000,E50,2652,2012,R,8.0,8123.0
174046,6406280200000,E50,132,2012,R,8.0,8123.0
174120,6406360100000,E50,283,2012,R,8.0,8125.0
174129,6406370200000,E50,234,2012,R,8.0,8125.0
305022,26000000000000,E50,191845,2014,R,29.0,
305630,26103003000000,E50,218,2014,I,29.0,29059.0
305905,26105005000000,E50,1177,2014,I,29.0,29099.0
306153,26108508500000,E50,1441,2014,I,29.0,29169.0
306189,26109209200000,E50,5058,2014,R,29.0,29183.0
306255,26109509500000,E50,14475,2014,R,29.0,29189.0
306355,26111111000000,E50,2,2014,I,29.0,29221.0
306389,26200100300000,E50,66,2014,R,29.0,29001.0
306485,26200400500000,E50,118,2014,R,29.0,29007.0
306684,26201000300000,E50,1764,2014,R,29.0,29019.0
306970,26201600100000,E50,2183,2014,I,29.0,29031.0
307030,26201600300000,E50,462,2014,I,29.0,29031.0
307121,26201901000000,E50,516,2014,I,29.0,29037.0
307307,26202400500000,E50,1379,2014,I,29.0,29047.0
307360,26202400800000,E50,8799,2014,R,29.0,29047.0
307476,26202450100000,E50,423,2014,R,29.0,29047.0
307535,26202600300000,E50,345,2014,R,29.0,29051.0
307789,26203900300000,E50,3144,2014,R,29.0,29077.0
307970,26204800100000,E50,737,2014,I,29.0,29095.0
308061,26204800400000,E50,517,2014,R,29.0,29095.0
308103,26204800500000,E50,6067,2014,R,29.0,29095.0
308177,26204800600000,E50,35640,2014,R,29.0,29095.0
308259,26204800700000,E50,1111,2014,R,29.0,29095.0
308302,26204801000000,E50,683,2014,I,29.0,29095.0
308394,26204900800000,E50,1031,2014,R,29.0,29097.0
308546,26205010200000,E50,237,2014,I,29.0,29099.0
308773,26205900100000,E50,769,2014,I,29.0,29117.0
308884,26206100700000,E50,110,2014,R,29.0,29121.0
309080,26207900600000,E50,202,2014,I,29.0,29157.0
309235,26208100500000,E50,387,2014,R,29.0,29161.0
309312,26208301100000,E50,386,2014,I,29.0,29165.0
309454,26208800700000,E50,4,2014,R,29.0,29175.0
309514,26209200200000,E50,206,2014,R,29.0,29183.0
309644,26209200500000,E50,172,2014,R,29.0,29183.0
309701,26209200600000,E50,334,2014,R,29.0,29183.0
309910,26209500300000,E50,1,2014,R,29.0,29189.0
309979,26209501800000,E50,275,2014,R,29.0,29189.0
310039,26209502300000,E50,359,2014,R,29.0,29189.0
310136,26209503100000,E50,296,2014,I,29.0,29189.0
310167,26209503400000,E50,931,2014,I,29.0,29189.0
310342,26209505100000,E50,239,2014,R,29.0,29189.0
310539,26209508200000,E50,1553,2014,I,29.0,29189.0
310645,26209540100000,E50,189,2014,R,29.0,29189.0
310748,26209600100000,E50,19054,2014,R,29.0,29510.0
310866,26210101300000,E50,49,2014,R,29.0,29201.0
310962,26210700200000,E50,819,2014,R,29.0,29213.0
311204,26404800400000,E50,70464,2014,R,29.0,29095.0
311509,26409250100000,E50,2416,2014,I,29.0,29183.0
311689,26409580100000,E50,54700,2014,I,29.0,29189.0
311717,26409600100000,E50,75446,2014,R,29.0,29510.0
306626,26000000000000,E50,181033,2013,R,29.0,
306951,26101101100000,E50,45,2013,R,29.0,29021.0
307244,26104804800000,E50,676,2013,R,29.0,29095.0
307336,26105005000000,E50,1238,2013,R,29.0,29099.0
307691,26109209200000,E50,5481,2013,S,29.0,29183.0
307733,26109409400000,E50,153,2013,R,29.0,29187.0
307784,26109509500000,E50,24286,2013,R,29.0,29189.0
307974,26200100300000,E50,167,2013,R,29.0,29001.0
308107,26201000300000,E50,1083,2013,R,29.0,29019.0
308197,26201100500000,E50,1419,2013,R,29.0,29021.0
308407,26201600100000,E50,2117,2013,R,29.0,29031.0
308467,26201600300000,E50,448,2013,R,29.0,29031.0
308560,26201901000000,E50,500,2013,R,29.0,29037.0
308704,26202200400000,E50,23,2013,R,29.0,29043.0
308758,26202400500000,E50,1337,2013,R,29.0,29047.0
308846,26202400800000,E50,5391,2013,R,29.0,29047.0
309025,26202500100000,E50,25,2013,R,29.0,29049.0
309080,26202600300000,E50,318,2013,R,29.0,29051.0
309167,26203300100000,E50,1,2013,I,29.0,29065.0
309391,26203601100000,E50,161,2013,R,29.0,29071.0
309544,26203900300000,E50,4210,2013,R,29.0,29077.0
309618,26204000600000,E50,56,2013,R,29.0,29079.0
309728,26204800100000,E50,715,2013,R,29.0,29095.0
309818,26204800400000,E50,518,2013,R,29.0,29095.0
309866,26204800500000,E50,1772,2013,R,29.0,29095.0
309944,26204800600000,E50,34849,2013,R,29.0,29095.0
310024,26204800700000,E50,1110,2013,R,29.0,29095.0
310067,26204801000000,E50,662,2013,I,29.0,29095.0
310168,26204900800000,E50,1323,2013,R,29.0,29097.0
310297,26205010200000,E50,230,2013,I,29.0,29099.0
310340,26205090100000,E50,114,2013,R,29.0,29099.0
310565,26205900100000,E50,746,2013,I,29.0,29117.0
310619,26206100700000,E50,83,2013,R,29.0,29121.0
310860,26207900600000,E50,196,2013,I,29.0,29157.0
310996,26208100500000,E50,601,2013,R,29.0,29161.0
311053,26208301100000,E50,374,2013,R,29.0,29165.0
311194,26209200200000,E50,342,2013,R,29.0,29183.0
311260,26209200400000,E50,548,2013,R,29.0,29183.0
311330,26209200500000,E50,195,2013,R,29.0,29183.0
311393,26209200600000,E50,4987,2013,S,29.0,29183.0
311445,26209290200000,E50,565,2013,R,29.0,29183.0
311579,26209501200000,E50,177,2013,I,29.0,29189.0
311659,26209501800000,E50,973,2013,R,29.0,29189.0
311723,26209502300000,E50,357,2013,R,29.0,29189.0
311857,26209503100000,E50,287,2013,I,29.0,29189.0
311886,26209503200000,E50,435,2013,I,29.0,29189.0
311925,26209503400000,E50,903,2013,R,29.0,29189.0
312074,26209505100000,E50,235,2013,R,29.0,29189.0
312115,26209505200000,E50,919,2013,R,29.0,29189.0
312275,26209508200000,E50,1506,2013,R,29.0,29189.0
312329,26209508400000,E50,1273,2013,R,29.0,29189.0
312365,26209509000000,E50,2,2013,R,29.0,29189.0
312412,26209540100000,E50,570,2013,R,29.0,29189.0
312519,26209600100000,E50,24051,2013,S,29.0,29510.0
312639,26210101300000,E50,322,2013,R,29.0,29201.0
312728,26210700200000,E50,1377,2013,R,29.0,29213.0
312810,26211000300000,E50,145,2013,R,29.0,29219.0
313010,26402670100000,E50,4001,2013,R,29.0,29051.0
313095,26404800400000,E50,72653,2013,R,29.0,29095.0
313141,26404860100000,E50,13319,2013,R,29.0,29095.0
313290,26406080300000,E50,368,2013,R,29.0,29119.0
313325,26407280100000,E50,88,2013,R,29.0,29143.0
313624,26409580100000,E50,53970,2013,I,29.0,29189.0
313653,26409600100000,E50,73548,2013,R,29.0,29510.0
793944,26000000000000,E50,194048,2012,R,29.0,
794325,26101001000000,E50,144,2012,R,29.0,29019.0
794540,26101701700000,E50,8,2012,R,29.0,29033.0
795023,26103403400000,E50,345,2012,I,29.0,29067.0
795475,26104804800000,E50,568,2012,R,29.0,29095.0
795568,26105005000000,E50,1759,2012,I,29.0,29099.0
795862,26106106100000,E50,12,2012,R,29.0,29121.0
796435,26108208200000,E50,251,2012,R,29.0,29163.0
796524,26108508500000,E50,1592,2012,R,29.0,29169.0
796730,26109209200000,E50,5228,2012,R,29.0,29183.0
796840,26109509500000,E50,21299,2012,R,29.0,29189.0
797013,26110110000000,E50,40,2012,R,29.0,29201.0
797207,26111010900000,E50,323,2012,R,29.0,29219.0
797245,26111111000000,E50,2,2012,R,29.0,29221.0
797389,26200100300000,E50,186,2012,R,29.0,29001.0
797801,26200400500000,E50,994,2012,R,29.0,29007.0
797855,26200400700000,E50,78,2012,I,29.0,29007.0
798343,26200650100000,E50,18,2012,I,29.0,29011.0
798906,26201000300000,E50,1905,2012,R,29.0,29019.0
799111,26201050100000,E50,2,2012,I,29.0,29019.0
799208,26201100500000,E50,1257,2012,R,29.0,29021.0
799883,26201600100000,E50,390,2012,R,29.0,29031.0
800144,26201700200000,E50,5,2012,I,29.0,29033.0
800645,26201901000000,E50,754,2012,R,29.0,29037.0
801205,26202200400000,E50,24,2012,R,29.0,29043.0
801531,26202400200000,E50,6,2012,I,29.0,29047.0
801629,26202400500000,E50,1668,2012,R,29.0,29047.0
801732,26202400800000,E50,767,2012,R,29.0,29047.0
801922,26202450100000,E50,486,2012,R,29.0,29047.0
801990,26202450300000,E50,13,2012,I,29.0,29047.0
802125,26202500100000,E50,97,2012,R,29.0,29049.0
802336,26202600300000,E50,422,2012,R,29.0,29051.0
802575,26202700300000,E50,14,2012,I,29.0,29053.0
802856,26202830100000,E50,2,2012,I,29.0,29055.0
803099,26203100100000,E50,25,2012,I,29.0,29061.0
803410,26203300100000,E50,1,2012,I,29.0,29065.0
803809,26203600600000,E50,40,2012,R,29.0,29071.0
804279,26203800100000,E50,66,2012,I,29.0,29075.0
804524,26203900300000,E50,2388,2012,R,29.0,29077.0
804835,26204000600000,E50,60,2012,I,29.0,29079.0
805027,26204200200000,E50,1,2012,I,29.0,29083.0
805849,26204750100000,E50,6,2012,I,29.0,29093.0
806046,26204800400000,E50,786,2012,R,29.0,29095.0
806098,26204800500000,E50,756,2012,R,29.0,29095.0
806170,26204800600000,E50,39978,2012,R,29.0,29095.0
806263,26204800700000,E50,1459,2012,R,29.0,29095.0
806358,26204801000000,E50,659,2012,R,29.0,29095.0
806802,26204900800000,E50,1656,2012,R,29.0,29097.0
806986,26204901300000,E50,8,2012,I,29.0,29097.0
807051,26204901500000,E50,2,2012,I,29.0,29097.0
807094,26204901600000,E50,105,2012,R,29.0,29097.0
807149,26204950400000,E50,21,2012,I,29.0,29097.0
807558,26205090100000,E50,138,2012,R,29.0,29099.0
807671,26205100200000,E50,279,2012,R,29.0,29101.0
807792,26205100800000,E50,717,2012,R,29.0,29101.0
808639,26205550200000,E50,11,2012,I,29.0,29109.0
809291,26205900100000,E50,742,2012,R,29.0,29117.0
809335,26205900200000,E50,1,2012,I,29.0,29117.0
809589,26206000700000,E50,17,2012,I,29.0,29119.0
809778,26206100700000,E50,59,2012,R,29.0,29121.0
809840,26206100800000,E50,9,2012,I,29.0,29121.0
810424,26206700200000,E50,1,2012,R,29.0,29133.0
810914,26207000600000,E50,4,2012,I,29.0,29139.0
810943,26207000700000,E50,53,2012,R,29.0,29139.0
811443,26207201000000,E50,43,2012,I,29.0,29143.0
812642,26207890100000,E50,13,2012,I,29.0,29155.0
812792,26207900600000,E50,231,2012,R,29.0,29157.0
813088,26208100500000,E50,668,2012,R,29.0,29161.0
813259,26208200300000,E50,235,2012,I,29.0,29163.0
813394,26208300100000,E50,6,2012,I,29.0,29165.0
813558,26208300800000,E50,209,2012,R,29.0,29165.0
813669,26208301100000,E50,418,2012,R,29.0,29165.0
813822,26208400200000,E50,200,2012,R,29.0,29167.0
814262,26208700100000,E50,4,2012,I,29.0,29173.0
814405,26208800400000,E50,4,2012,I,29.0,29175.0
814957,26209200200000,E50,174,2012,R,29.0,29183.0
815034,26209200400000,E50,507,2012,R,29.0,29183.0
815108,26209200500000,E50,135,2012,R,29.0,29183.0
815227,26209230100000,E50,63,2012,I,29.0,29183.0
815687,26209400200000,E50,60,2012,R,29.0,29187.0
815813,26209420100000,E50,202,2012,I,29.0,29187.0
816127,26209501200000,E50,176,2012,R,29.0,29189.0
816301,26209501800000,E50,314,2012,R,29.0,29189.0
816447,26209502300000,E50,351,2012,R,29.0,29189.0
816706,26209503100000,E50,286,2012,R,29.0,29189.0
816736,26209503200000,E50,433,2012,R,29.0,29189.0
816809,26209503400000,E50,904,2012,R,29.0,29189.0
817352,26209505100000,E50,230,2012,R,29.0,29189.0
817752,26209506900000,E50,175,2012,R,29.0,29189.0
817852,26209507200000,E50,80,2012,R,29.0,29189.0
817899,26209507300000,E50,52,2012,I,29.0,29189.0
818114,26209508200000,E50,1408,2012,R,29.0,29189.0
818200,26209508400000,E50,119,2012,R,29.0,29189.0
818357,26209509000000,E50,17,2012,R,29.0,29189.0
818526,26209540100000,E50,1245,2012,R,29.0,29189.0
818700,26209600100000,E50,29538,2012,R,29.0,29510.0
819103,26209900100000,E50,6,2012,I,29.0,29197.0
819225,26210000400000,E50,6,2012,R,29.0,29199.0
819502,26210101300000,E50,352,2012,R,29.0,29201.0
819725,26210300300000,E50,29,2012,R,29.0,29205.0
820477,26210700200000,E50,2066,2012,R,29.0,29213.0
821089,26211000300000,E50,128,2012,R,29.0,29219.0
821268,26211100400000,E50,150,2012,I,29.0,29221.0
821315,26211200100000,E50,8,2012,I,29.0,29223.0
821578,26211400300000,E50,8,2012,I,29.0,29227.0
823848,26400160100000,E50,572,2012,R,29.0,29001.0
824093,26400380100000,E50,1982,2012,I,29.0,29005.0
824192,26400450200000,E50,1291,2012,R,29.0,29007.0
824201,26400460100000,E50,176,2012,I,29.0,29007.0
824519,26400560200000,E50,66,2012,I,29.0,29009.0
824974,26401050100000,E50,11172,2012,R,29.0,29019.0
825200,26401160100000,E50,1109,2012,R,29.0,29021.0
825274,26401270100000,E50,2446,2012,R,29.0,29023.0
825350,26401360100000,E50,61,2012,I,29.0,29025.0
826014,26401760200000,E50,401,2012,I,29.0,29033.0
826597,26402160100000,E50,99,2012,R,29.0,29041.0
826912,26402420400000,E50,2481,2012,R,29.0,29047.0
827001,26402480100000,E50,1816,2012,R,29.0,29047.0
827010,26402480200000,E50,166,2012,I,29.0,29047.0
827123,26402540100000,E50,59,2012,R,29.0,29049.0
827129,26402560100000,E50,384,2012,R,29.0,29049.0
827253,26402670100000,E50,4850,2012,R,29.0,29051.0
827386,26402780100000,E50,69,2012,I,29.0,29053.0
827820,26403380200000,E50,214,2012,I,29.0,29065.0
827836,26403430100000,E50,197,2012,R,29.0,29067.0
827926,26403570100000,E50,83,2012,I,29.0,29069.0
827930,26403580100000,E50,344,2012,R,29.0,29069.0
827938,26403580200000,E50,87,2012,I,29.0,29069.0
827948,26403580300000,E50,589,2012,I,29.0,29069.0
827956,26403580400000,E50,116,2012,R,29.0,29069.0
827966,26403580500000,E50,164,2012,R,29.0,29069.0
827973,26403580600000,E50,600,2012,I,29.0,29069.0
827980,26403580700000,E50,114,2012,R,29.0,29069.0
828532,26403960100000,E50,64,2012,R,29.0,29077.0
828563,26403980100000,E50,7544,2012,I,29.0,29077.0
828571,26404010100000,E50,1605,2012,R,29.0,29079.0
828691,26404140100000,E50,20,2012,I,29.0,29081.0
828700,26404140200000,E50,44,2012,I,29.0,29081.0
828715,26404160100000,E50,305,2012,R,29.0,29081.0
829022,26404480100000,E50,23,2012,I,29.0,29087.0
829158,26404580100000,E50,197,2012,R,29.0,29089.0
829165,26404580200000,E50,90,2012,I,29.0,29089.0
829241,26404680100000,E50,1228,2012,I,29.0,29091.0
829328,26404800400000,E50,69022,2012,R,29.0,29095.0
829574,26404860100000,E50,12174,2012,R,29.0,29095.0
829584,26404860200000,E50,838,2012,R,29.0,29095.0
829747,26404960300000,E50,900,2012,I,29.0,29097.0
829757,26404960400000,E50,400,2012,R,29.0,29097.0
829896,26405040200000,E50,296,2012,R,29.0,29099.0
830223,26405120100000,E50,92,2012,I,29.0,29101.0
830422,26405360100000,E50,5,2012,I,29.0,29105.0
830624,26405460300000,E50,333,2012,R,29.0,29107.0
830633,26405460400000,E50,74,2012,I,29.0,29107.0
830772,26405560100000,E50,242,2012,R,29.0,29109.0
830781,26405560200000,E50,98,2012,R,29.0,29109.0
831136,26405860100000,E50,49,2012,R,29.0,29115.0
831149,26405860200000,E50,31,2012,R,29.0,29115.0
831169,26405880100000,E50,479,2012,R,29.0,29115.0
831180,26405880200000,E50,364,2012,I,29.0,29115.0
831264,26405990400000,E50,236,2012,R,29.0,29117.0
831280,26406010200000,E50,250,2012,I,29.0,29119.0
831338,26406080100000,E50,188,2012,I,29.0,29119.0
831344,26406080200000,E50,96,2012,I,29.0,29119.0
831350,26406080300000,E50,335,2012,R,29.0,29119.0
831361,26406080400000,E50,48,2012,I,29.0,29119.0
831367,26406080500000,E50,188,2012,I,29.0,29119.0
831434,26406160100000,E50,272,2012,R,29.0,29121.0
831649,26406460100000,E50,1129,2012,R,29.0,29127.0
831702,26406560100000,E50,96,2012,R,29.0,29129.0
831883,26406760100000,E50,473,2012,R,29.0,29133.0
831891,26406770100000,E50,984,2012,R,29.0,29133.0
832280,26407210100000,E50,405,2012,R,29.0,29143.0
832337,26407260300000,E50,555,2012,R,29.0,29143.0
832366,26407280100000,E50,103,2012,R,29.0,29143.0
832374,26407280200000,E50,464,2012,R,29.0,29143.0
832442,26407340200000,E50,186,2012,R,29.0,29145.0
832581,26407460100000,E50,1639,2012,I,29.0,29147.0
832589,26407460200000,E50,857,2012,R,29.0,29147.0
832600,26407460300000,E50,74,2012,I,29.0,29147.0
832667,26407560100000,E50,91,2012,I,29.0,29149.0
832675,26407560200000,E50,60,2012,I,29.0,29149.0
832831,26407810100000,E50,3111,2012,I,29.0,29155.0
832860,26407830300000,E50,179,2012,R,29.0,29155.0
832868,26407880100000,E50,357,2012,R,29.0,29155.0
832876,26407880200000,E50,527,2012,R,29.0,29155.0
832883,26407880300000,E50,553,2012,I,29.0,29155.0
832889,26407880400000,E50,6,2012,I,29.0,29155.0
833021,26408140100000,E50,55,2012,I,29.0,29161.0
833030,26408160100000,E50,821,2012,R,29.0,29161.0
833112,26408260100000,E50,484,2012,I,29.0,29163.0
833299,26408360100000,E50,3,2012,R,29.0,29165.0
833597,26408560100000,E50,134,2012,R,29.0,29169.0
833803,26408870100000,E50,1295,2012,R,29.0,29175.0
833897,26408910100000,E50,38,2012,I,29.0,29177.0
834025,26408960200000,E50,302,2012,I,29.0,29177.0
834033,26408960300000,E50,1068,2012,I,29.0,29177.0
834424,26409250100000,E50,2415,2012,R,29.0,29183.0
834635,26409360100000,E50,7084,2012,R,29.0,29185.0
834641,26409380100000,E50,111,2012,R,29.0,29185.0
835229,26409515200000,E50,522,2012,I,29.0,29189.0
835426,26409560100000,E50,476,2012,R,29.0,29189.0
835438,26409560200000,E50,482,2012,I,29.0,29189.0
